"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
650	0.7310832	0.7507279	0.0239591	0.0160631	0.3910065	0.0760448	0.1422924	0.0879376	0.4796504	0.2791925	0.6460954	0.3157477	0.4801809	0.0701336	0.4374156	0.0166877	0.4827105	0.6838462	0.4308716	0.8056797	0.0668071	0.6142576	0.0207944	0.1122455	0.3135844	0.1275977	0.6766587	0.1055863	0.6447795	0.1731989	0.4036035	0.7422520	0.6182987	0.2834504	0.2919100	0.5820112	0.6372398	0.1121333	0.2721695	0.6623803	0.3091526	0.8038802	0.3346258	0.2563436	0.6504451	0.2405779	0.2112963	0.4119994	0.2380479	0.5428459	0.2400169	0.5795252	0.2641017	0.6150570	0.0405340	0.4962194	0.0485427	0.2933044	0.3805436	0.7976532	0.3212690	0.1042131	0.1646354	0.0994302	0.0517526	0.0170100	0.1014961	0.6625699	0.2825439	0.5244869	0.3444318	0.4692629	0.4753202	0.1037878	0.6501554	0.2060889	0.1971057	0.3300990	0.2207654	0.1801838	0.6298848	0.7216341	0.6853139	0.8135283	0.5675419	0.5980498	0.0737334	0.0519996	0.5897778	0.2120538	0.3675854	0.4797985	0.6634445	0.3077412	0.1738792	0.5968592	0.1141067	0.7412860	0.7439833	0.5680284	0.0129042	0.5806380	0.3820503	0.0326565	0.5771834	0.3330926	0.4498021	0.6487882	0.3007261	0.0185167	0.3624706	0.6974933	0.7210427	0.5727784	0.6784651	0.7005710	0.5979529	0.1075743	0.6401151	0.0374995	0.7218583	0.5795215	0.3763007	0.0957948	0.6231197	0.3670824	0.4874934	0.4578580	0.6682420	0.6272210	0.6250815	0.5393754	0.6492330	0.7919584	0.3305505	0.6267876	0.5999837	0.6689845	0.7782058	0.5671656	0.5076305	0.7297195	0.2803133	0.5767773	0.7375063	0.5823302	0.1687925	0.5964852	0.3191014	0.1455296	0.7297242	0.6330813	0.4338086	0.5901501	0.6940998	0.1733208	0.4026190	0.4064952	0.0146161	0.5433256
700	0.8572043	0.7462630	0.0610840	0.0147440	0.4104365	0.0997962	0.2134131	0.0624131	0.5323920	0.3981300	0.5767941	0.3181983	0.4800511	0.0657618	0.3804834	0.0251785	0.4234098	0.7208139	0.5786289	0.6747829	0.0545297	0.7985627	0.0139926	0.1472572	0.2657841	0.2864619	0.6410265	0.1056904	0.5847174	0.0997905	0.3597143	0.6522780	0.4724215	0.3247305	0.2766888	0.6719783	0.5681306	0.1891552	0.2384092	0.6258039	0.3880406	0.7580987	0.4441912	0.2102590	0.6361120	0.2896057	0.2349893	0.3363104	0.1542504	0.6032104	0.2746221	0.6091686	0.2216434	0.5533242	0.0090309	0.3658069	0.0617970	0.1992584	0.4641186	0.6216964	0.3426956	0.1250871	0.1189475	0.1360788	0.0255769	0.0201498	0.0937672	0.7260056	0.2400939	0.5478350	0.3978419	0.3451790	0.4518678	0.0665193	0.6456128	0.2878387	0.1769294	0.2337238	0.2056435	0.1885246	0.6888456	0.7357127	0.6399599	0.6901320	0.4569080	0.6720276	0.0444846	0.0647286	0.4940043	0.1942019	0.4150256	0.4068723	0.6140381	0.3916269	0.1600159	0.6678721	0.1656936	0.5934238	0.6692259	0.5522651	0.0074367	0.4778575	0.4455795	0.0364592	0.6614081	0.4708748	0.4713337	0.7118810	0.3062848	0.0519657	0.4227940	0.8052706	0.7480733	0.5130354	0.7022806	0.6526839	0.6587774	0.1048999	0.6176242	0.0356492	0.6719899	0.6358290	0.3152776	0.0472694	0.5734572	0.3278485	0.4244609	0.4878806	0.6880418	0.6234770	0.6968267	0.6506078	0.6063789	0.6553803	0.4110063	0.5908767	0.5077932	0.7484954	0.6382779	0.5979805	0.5312571	0.6412569	0.3568563	0.5129650	0.6372492	0.4982826	0.1255799	0.8050114	0.2831649	0.1194185	0.5651121	0.5457887	0.6011725	0.7984922	0.7934702	0.1726830	0.3793786	0.4395211	0.0244798	0.4377479
750	0.7053781	0.7532567	0.0182944	0.0239194	0.2841067	0.0756918	0.2673239	0.0998572	0.4592227	0.4290826	0.7390145	0.3164945	0.4815720	0.0575341	0.3111087	0.0186074	0.4605240	0.6860186	0.5352951	0.6196071	0.0489299	0.5651716	0.0561695	0.1098419	0.2546233	0.1775015	0.8172183	0.0922084	0.6117595	0.1081762	0.4328388	0.7513755	0.5318828	0.3720017	0.3780919	0.7477904	0.5556670	0.1226200	0.2450454	0.6987784	0.3024462	0.6915220	0.4339951	0.2241088	0.6864873	0.2377480	0.3349125	0.3815680	0.2237045	0.5204027	0.2295516	0.6200671	0.2149712	0.5067392	0.0174977	0.4032995	0.0533719	0.1865037	0.3982854	0.6669120	0.3916026	0.0802448	0.1465269	0.0921607	0.0438180	0.0286005	0.1371165	0.7110860	0.1958557	0.6145621	0.3673798	0.4276764	0.3821354	0.0754055	0.6755179	0.2353208	0.2073772	0.2302844	0.1688581	0.2320889	0.8211924	0.6633008	0.6360174	0.5789591	0.5094975	0.6625174	0.0810398	0.0398946	0.4866918	0.2381234	0.4256241	0.4946975	0.7085232	0.4356119	0.1317966	0.6695172	0.1578073	0.6891622	0.6690105	0.7310849	0.0323793	0.4793268	0.5257492	0.0659635	0.5981870	0.3474266	0.4591845	0.8386618	0.2620274	0.0141788	0.4360596	0.6109191	0.6316388	0.5360592	0.7556265	0.6835730	0.5279805	0.1089835	0.6270033	0.0400484	0.7343013	0.5913532	0.3355274	0.1688010	0.6409661	0.3792460	0.4345294	0.4179521	0.6128660	0.5693361	0.8226001	0.5633859	0.6743937	0.7111345	0.2666294	0.7071596	0.5012705	0.5702043	0.7499029	0.5704186	0.5458192	0.7052117	0.3012297	0.4575891	0.7728854	0.5353499	0.1500459	0.7310812	0.3330981	0.0912856	0.6750656	0.6021194	0.5278440	0.6971181	0.7454715	0.2100386	0.4902627	0.4811341	0.0239460	0.7444296
800	0.7847702	0.6601098	0.0500696	0.0186316	0.4675877	0.0673445	0.1560076	0.0519381	0.4142903	0.3449259	0.5518616	0.3024342	0.4690074	0.0677150	0.4323474	0.0398143	0.4078508	0.6202102	0.4549764	0.7083841	0.0588866	0.7502159	0.0480391	0.1220056	0.2706598	0.2172188	0.6215754	0.1525032	0.6202415	0.1442321	0.4632825	0.5167850	0.4198900	0.3487354	0.2355484	0.6481300	0.6864358	0.0986208	0.2486454	0.6339287	0.3438316	0.6646644	0.4075410	0.2077770	0.6215625	0.2207721	0.2549385	0.3724833	0.2016625	0.5850567	0.2481368	0.5096270	0.3224462	0.5413152	0.0085849	0.4311077	0.0850436	0.2115769	0.4298158	0.6663332	0.2725116	0.0753689	0.1425759	0.1295013	0.0309919	0.0413102	0.1045593	0.6560066	0.2566752	0.6725870	0.2811837	0.3554706	0.3773561	0.1335671	0.5018289	0.2892269	0.1560242	0.2448584	0.2603136	0.2158288	0.7101179	0.6644599	0.6439235	0.7779511	0.5605528	0.5639071	0.0495343	0.0569831	0.5618043	0.1932199	0.4688960	0.4749915	0.6183869	0.4529753	0.1690750	0.6250538	0.1312762	0.5922874	0.5826697	0.6753450	0.0101848	0.4399800	0.5067856	0.0377214	0.6524468	0.4246356	0.4673721	0.7870981	0.2643888	0.0221397	0.3896621	0.7251691	0.8545294	0.5965095	0.7123626	0.6458015	0.6445333	0.0838416	0.7802785	0.0231720	0.7250898	0.5945832	0.4175092	0.0848067	0.6181364	0.3970770	0.5132442	0.4990318	0.7131065	0.6529673	0.5971804	0.6372642	0.7287435	0.5965878	0.3448426	0.5384360	0.4517797	0.5810569	0.7480622	0.5296816	0.5101128	0.6583171	0.3615496	0.6128997	0.6904905	0.5250102	0.1470330	0.7092648	0.3325383	0.1065162	0.5380040	0.5402265	0.5231007	0.6496340	0.7639306	0.1929829	0.3809363	0.4755877	0.0232306	0.6749321
850	0.7022733	0.7314474	0.0515041	0.0082589	0.3172027	0.0742502	0.1955434	0.0786330	0.4740651	0.2370249	0.6669185	0.1979623	0.4164833	0.0444319	0.4360362	0.0226839	0.5167159	0.6499781	0.4434087	0.6907438	0.0451260	0.7827119	0.0233688	0.0798569	0.2468367	0.1539283	0.8701801	0.1165146	0.6470292	0.1919825	0.3680406	0.5217080	0.5404162	0.3811734	0.3554704	0.6195302	0.6099082	0.1266521	0.2313207	0.7300624	0.3932177	0.7151463	0.3461836	0.2262046	0.6514991	0.1789831	0.2133340	0.4070035	0.2060189	0.6548011	0.2214337	0.5675462	0.2978551	0.6187135	0.0091238	0.4108865	0.0596651	0.2028419	0.3890008	0.6821017	0.2800047	0.0733212	0.0759057	0.1062909	0.0393526	0.0576749	0.0814745	0.6276369	0.3236196	0.5818678	0.3408740	0.4582262	0.5108822	0.0862411	0.6294449	0.2688150	0.2298275	0.2902658	0.1929092	0.2088122	0.5674461	0.6744189	0.6171446	0.7198906	0.5149805	0.5948588	0.0593689	0.0622729	0.4989879	0.1957733	0.5188088	0.4934572	0.6558293	0.4533642	0.1164725	0.6594261	0.1812529	0.5838513	0.5825575	0.6411116	0.0052345	0.5609900	0.3834205	0.0289573	0.7103723	0.4515960	0.4028265	0.6600178	0.2881744	0.0111446	0.4072018	0.7261854	0.7062806	0.5584901	0.6276813	0.6218668	0.5419552	0.1011868	0.6961994	0.0277278	0.6609279	0.5201851	0.4795263	0.0631087	0.5071314	0.3674927	0.4402228	0.4752799	0.6968777	0.6204834	0.6667033	0.5390664	0.7381030	0.6408885	0.3127142	0.5629699	0.5312931	0.5945729	0.5356905	0.6114328	0.5774250	0.6379788	0.3843946	0.5537693	0.6590937	0.5830848	0.1360372	0.5621080	0.3771248	0.1105654	0.5848621	0.4988551	0.4561800	0.7169753	0.7195624	0.1715173	0.3651917	0.4020070	0.0351388	0.5917259
900	0.6964822	0.7081885	0.0368475	0.0306801	0.2637201	0.0756896	0.2026821	0.0638418	0.5671366	0.2507867	0.7274132	0.3397341	0.3281805	0.0701539	0.3428717	0.0211555	0.4707938	0.5873375	0.5966616	0.7012483	0.0618095	0.8065415	0.0359500	0.1287082	0.2150265	0.2597414	0.6469330	0.1308343	0.6013298	0.1277684	0.5269085	0.5864159	0.3963489	0.3983247	0.3571960	0.7380352	0.5551569	0.1239080	0.3246398	0.6607770	0.4487463	0.6701661	0.3513369	0.1563143	0.6863931	0.3182712	0.2123128	0.3264789	0.1835500	0.5535971	0.2143353	0.5210731	0.2786625	0.6422913	0.0100785	0.3887806	0.0506673	0.2208716	0.4139287	0.7439348	0.3636943	0.1156946	0.1031310	0.1389947	0.0179404	0.0604217	0.1531179	0.7124479	0.2280384	0.5113807	0.3666358	0.4209263	0.3916597	0.0939983	0.4843098	0.2747862	0.1817251	0.3123996	0.2233850	0.2464274	0.6085618	0.5676125	0.5286016	0.6738240	0.4799835	0.6353869	0.0389203	0.0674098	0.4811943	0.2261716	0.4918691	0.4235801	0.7983864	0.3206308	0.1073490	0.6805240	0.1859038	0.6879766	0.7210383	0.6473827	0.0058265	0.6090136	0.3681571	0.0282487	0.7904423	0.4086826	0.5340219	0.5822435	0.3104113	0.0339096	0.3560629	0.6426065	0.5789209	0.4672298	0.7272088	0.6779024	0.5532267	0.0524143	0.5620236	0.0485885	0.7465948	0.7639488	0.3253328	0.0620156	0.4768777	0.3843532	0.4530121	0.4928698	0.6899636	0.6956852	0.8371318	0.7190588	0.6485905	0.6072549	0.3580605	0.5066104	0.5656079	0.5951101	0.6500585	0.6449542	0.6464111	0.6325648	0.2977614	0.5841323	0.7412601	0.5768231	0.1628963	0.5189792	0.3048376	0.1117067	0.5079390	0.6098960	0.6063535	0.5776408	0.8133159	0.2555963	0.3465648	0.4536913	0.0291998	0.5725924
950	0.7657338	0.6190035	0.0246595	0.0355025	0.4544758	0.0740202	0.2946248	0.1364563	0.4915453	0.3256330	0.6402025	0.3997932	0.3855491	0.0661589	0.3772475	0.0272565	0.4572426	0.6618703	0.5147294	0.7632134	0.0814233	0.8096564	0.0224726	0.1022003	0.2491385	0.1428817	0.6765821	0.1503737	0.6218298	0.1657944	0.4595165	0.5636432	0.4895147	0.3204450	0.2830517	0.7856890	0.4608973	0.1075194	0.2411080	0.7504623	0.3537068	0.7022737	0.3113451	0.2670553	0.7491671	0.2620735	0.2376140	0.3692824	0.2568242	0.5600941	0.2309445	0.5320496	0.2488861	0.5722380	0.0217028	0.3970255	0.0603561	0.2489924	0.2941239	0.6530470	0.2973047	0.1020722	0.1187345	0.0997591	0.0366896	0.0239759	0.0793909	0.6532459	0.2979915	0.5510648	0.2967842	0.4909206	0.4190492	0.1463390	0.5839494	0.2359741	0.2379225	0.2361395	0.2548162	0.2005715	0.6592837	0.6569273	0.8895343	0.7676457	0.4895572	0.6461102	0.0495582	0.0700643	0.5596360	0.2691080	0.4426919	0.4963914	0.6290585	0.3771432	0.1265217	0.6688792	0.1848679	0.5963201	0.6749669	0.7503051	0.0062750	0.4855420	0.4217342	0.0208185	0.7035152	0.3728777	0.4575139	0.6761341	0.2238033	0.0192152	0.3824745	0.6167401	0.6382153	0.5960822	0.7385425	0.7370614	0.5081386	0.1006310	0.7916765	0.0821558	0.6575759	0.5680690	0.3045292	0.0811313	0.5633903	0.4898500	0.5004179	0.5569021	0.6952352	0.7111162	0.6929690	0.7330506	0.6837853	0.6979107	0.4437664	0.6355439	0.4756656	0.6897879	0.7999576	0.5657277	0.4505354	0.5823387	0.3487994	0.5682692	0.6976939	0.4532860	0.1329537	0.6215903	0.2518326	0.0855221	0.6327910	0.5862634	0.6648109	0.5886843	0.7026711	0.1508656	0.4610194	0.4732317	0.0221704	0.6843609
1000	0.6673744	0.6102818	0.0248013	0.0043261	0.4244128	0.1396423	0.1817090	0.1139807	0.5486404	0.3135773	0.6854151	0.2942323	0.3770660	0.0469444	0.4017374	0.0251988	0.4000932	0.5515077	0.5261026	0.6699323	0.0693352	0.7265587	0.0491810	0.1387174	0.2488233	0.2276411	0.6896359	0.1411316	0.5391182	0.1335490	0.2674889	0.6570590	0.4007268	0.4777900	0.2235481	0.5940476	0.5217312	0.0897986	0.2327436	0.7575252	0.3594371	0.6686095	0.3640387	0.2404012	0.9301285	0.2673818	0.2740042	0.3972207	0.2352585	0.5483708	0.2607272	0.5277556	0.2119302	0.4520764	0.0137355	0.4487231	0.0394091	0.2163387	0.3532698	0.7204627	0.2651759	0.1263509	0.1191550	0.0777125	0.0687437	0.0473461	0.1090805	0.8008965	0.2803429	0.4872816	0.4011741	0.4182842	0.4044471	0.1711430	0.5808754	0.3182050	0.2412957	0.3378947	0.1511757	0.1737894	0.6661738	0.6166561	0.6612235	0.5576844	0.5830205	0.7122887	0.0710081	0.0545485	0.4536541	0.1915407	0.3813757	0.4063584	0.5964661	0.4155236	0.1718158	0.5500878	0.1433357	0.6132667	0.6977286	0.6561153	0.0069383	0.4650894	0.5657340	0.0305482	0.7548216	0.2645305	0.3899528	0.6715667	0.2231063	0.0091557	0.4607941	0.5815244	0.6720089	0.6357222	0.7715390	0.5627888	0.5244067	0.0975553	0.6148150	0.0332328	0.6254044	0.4963065	0.3605196	0.0721197	0.4565825	0.4893744	0.5871791	0.6761033	0.6013631	0.6645354	0.7588546	0.6862073	0.6432786	0.8546639	0.5202995	0.6105504	0.4942651	0.6039464	0.6387459	0.5991672	0.4963146	0.6651444	0.2766671	0.5998696	0.6673521	0.3977345	0.1639104	0.6881577	0.3115699	0.1034870	0.5904467	0.4970116	0.5279226	0.6972735	0.7417490	0.1503206	0.4420394	0.3266164	0.0245756	0.5379196

0	0.6879211	0.6638170	0.0208365	0.0220551	0.4599734	0.0920099	0.2713177	0.0632586	0.5512362	0.2995986	0.5529250	0.2735817	0.3487041	0.1062319	0.3280251	0.0274984	0.4971952	0.6773672	0.5909828	0.6455862	0.0493863	0.6967377	0.0183052	0.1120011	0.2363914	0.1657251	0.7765502	0.1606412	0.6331600	0.2083912	0.4121671	0.6756130	0.5208872	0.3206671	0.2835654	0.5734617	0.5293340	0.1169217	0.2944158	0.6724960	0.5446745	0.6258242	0.4604364	0.2606058	0.6888371	0.2772818	0.2844724	0.3678683	0.2352027	0.5601264	0.3143648	0.5001769	0.3575371	0.6717733	0.0084165	0.4749656	0.0477865	0.2202042	0.4567396	0.7101095	0.2601017	0.1121893	0.0967637	0.1012873	0.0576805	0.0539170	0.1316910	0.5998163	0.2025797	0.6004106	0.4370570	0.3966445	0.5440707	0.1322796	0.4680327	0.2451753	0.1786484	0.2130290	0.2117869	0.2139898	0.7718030	0.5424753	0.6880935	0.6956438	0.7235854	0.6218508	0.0553497	0.0571833	0.5143020	0.1898982	0.4740873	0.4029072	0.6097188	0.3992973	0.2388938	0.6302956	0.1985600	0.6719649	0.6699915	0.7169943	0.0136802	0.4573290	0.3952625	0.0180778	0.7465809	0.3870622	0.4234650	0.7095586	0.2786140	0.0257290	0.4146440	0.5431519	0.6814865	0.5934735	0.7102788	0.7828253	0.4799316	0.0915177	0.6965372	0.0519701	0.7560715	0.6416779	0.3192641	0.0890977	0.6916486	0.3689159	0.4522208	0.5164619	0.6037290	0.5765999	0.7864436	0.7478596	0.6921733	0.8316332	0.4449632	0.6934439	0.6529300	0.5756683	0.6185362	0.6403332	0.4991222	0.6376878	0.3140991	0.6940818	0.6088551	0.4595561	0.1476387	0.6693302	0.3773953	0.1368733	0.6236155	0.6472706	0.6672015	0.7286413	0.6065018	0.2177742	0.4277943	0.4740822	0.0346039	0.5595661
50	0.6054378	0.5928325	0.0015299	0.0247839	0.3802327	0.0757669	0.1334266	0.0725496	0.5728056	0.2750734	0.7079526	0.1393179	0.4497485	0.0177318	0.5244135	0.0193323	0.4714564	0.6112452	0.5437462	0.6725604	0.0672128	0.5982972	0.0005684	0.0861419	0.2608610	0.2095781	0.6877527	0.1045324	0.6968151	0.1481309	0.2882833	0.3647775	0.4370088	0.3552579	0.5464771	0.7144502	0.1921538	0.1125135	0.2429133	0.7181336	0.2921133	0.2369437	0.3453943	0.2159380	0.4783886	0.3326596	0.2443081	0.5347816	0.4381590	0.5116684	0.2789231	0.6790557	0.2530830	0.5777747	0.0087497	0.5375440	0.1276359	0.0310796	0.3542839	0.7672540	0.4521717	0.1032592	0.1259046	0.1059875	0.0500731	0.0355750	0.1078778	0.7022658	0.2457984	0.5455836	0.3590018	0.3868713	0.3535361	0.0772495	0.5658983	0.2513459	0.1399625	0.2852032	0.1222824	0.1371218	0.5891449	0.7125501	0.7008946	0.6282445	0.6124551	0.6636175	0.0680958	0.0388482	0.3760784	0.2264954	0.3409781	0.3261969	0.7233307	0.3342126	0.0646373	0.6499184	0.2432142	0.6556945	0.7346657	0.6306733	0.0539012	0.6069421	0.2729230	0.0211777	0.5242046	0.3362277	0.3633047	0.5773993	0.2947164	0.0071823	0.5955104	0.8058552	0.6496476	0.5605572	0.6852257	0.7131823	0.5688546	0.0839152	0.6699551	0.0332241	0.8803611	0.7072526	0.2775964	0.0892051	0.6039471	0.2965479	0.5474099	0.3925078	0.5795351	0.7485550	0.7543973	0.6028955	0.7204579	0.7002082	0.5455815	0.6439214	0.5738117	0.5433402	0.6054416	0.5556598	0.5730112	0.6344517	0.3839856	0.5319834	0.4972109	0.6584265	0.2524850	0.6881482	0.2513326	0.1248976	0.5267467	0.5296695	0.4598362	0.6313462	0.6405082	0.4922345	0.2607248	0.3574538	0.0203271	0.4614393
100	0.7076678	0.6664359	0.0005501	0.0123953	0.3876609	0.0702670	0.1620986	0.0574690	0.5081535	0.2237102	0.7492072	0.1379405	0.4333353	0.0088735	0.4169447	0.0275741	0.4466346	0.6559681	0.6559826	0.7889772	0.0686928	0.6840714	0.0000585	0.0907845	0.2154796	0.2091267	0.6196573	0.0902744	0.7246627	0.1339870	0.2929542	0.3149894	0.4414772	0.4763114	0.7279589	0.6862313	0.0985096	0.1386181	0.1898972	0.6751934	0.3805535	0.0599110	0.2551467	0.4519899	0.4942467	0.4040197	0.4351530	0.5485234	0.5581578	0.6114299	0.3447212	0.5628921	0.2091409	0.5952323	0.0099977	0.4273004	0.1752047	0.0171087	0.4669122	0.7471200	0.4180767	0.1087743	0.2059441	0.1406977	0.0435670	0.0438348	0.0932528	0.6978943	0.3085363	0.4810921	0.4153466	0.4646922	0.4675401	0.0925618	0.5602613	0.3252169	0.2807840	0.2901338	0.3020562	0.2095383	0.8101347	0.5564198	0.7287340	0.6065654	0.5323041	0.4870637	0.0607415	0.0743276	0.3124980	0.2612461	0.3326214	0.3317286	0.6107488	0.1452476	0.0309687	0.5255609	0.1865333	0.6896364	0.6191301	0.6448135	0.0450894	0.4377028	0.1964208	0.0270513	0.6468052	0.2843070	0.3852710	0.6407304	0.3793203	0.0243554	0.6163889	0.7195381	0.6672202	0.3575670	0.6072678	0.6253574	0.4740880	0.1120870	0.5266030	0.0655042	0.8299649	0.6651813	0.3457984	0.0943738	0.5085143	0.3746677	0.4555010	0.2859067	0.4802970	0.6284133	0.6039077	0.5729556	0.6537796	0.6951107	0.3688566	0.5648654	0.6146234	0.5984818	0.6736212	0.6329053	0.5640408	0.6060191	0.3617178	0.6602395	0.6148211	0.6318958	0.2818055	0.6803781	0.3497517	0.1293407	0.4239528	0.5459672	0.3980811	0.7445159	0.6830194	0.4861019	0.2483630	0.2690496	0.0131656	0.4532509
150	0.8294488	0.8841658	0.0104047	0.0189549	0.3439469	0.0891429	0.2070209	0.0679914	0.5278637	0.2243771	0.6518780	0.1211351	0.4068909	0.0060375	0.4730697	0.0313270	0.3895608	0.5964565	0.5621332	0.8162521	0.0860089	0.7426319	0.0000017	0.0826095	0.1953050	0.1273741	0.7086314	0.1077236	0.6663418	0.1661656	0.3520889	0.2717395	0.3275815	0.3798914	0.5283591	0.7644055	0.1067673	0.0430564	0.0749511	0.6847203	0.4184862	0.0463918	0.1541477	0.5810019	0.5244535	0.3330249	0.5210985	0.5602043	0.5686034	0.4768079	0.2451315	0.6042669	0.2253410	0.4960682	0.0217165	0.4495051	0.1613711	0.0001228	0.4192434	0.6542098	0.3793509	0.1231772	0.1894652	0.1507147	0.0189198	0.0340225	0.0362461	0.6647793	0.2182246	0.4215967	0.4833715	0.4697982	0.4399320	0.0638603	0.5109277	0.3025117	0.2382324	0.4014811	0.2024981	0.2049561	0.5814202	0.6517363	0.6349326	0.6825439	0.4039933	0.6344829	0.0736015	0.0574694	0.2646529	0.3720915	0.2528908	0.2563092	0.6135689	0.2268343	0.0358164	0.5244210	0.2021728	0.6247749	0.5060696	0.7123591	0.0429197	0.4315852	0.1269968	0.0433042	0.7813807	0.2806707	0.2784348	0.6706687	0.3171300	0.0174714	0.6365945	0.7802965	0.6618050	0.3264041	0.8760083	0.5218571	0.5159144	0.1072678	0.7610408	0.0289470	0.6027987	0.8047813	0.5036198	0.0785446	0.5182273	0.3349327	0.4192348	0.2672049	0.4067110	0.6537497	0.6517179	0.5148272	0.6474853	0.7654762	0.4427425	0.4055192	0.6291887	0.4873168	0.7096033	0.6142889	0.4447694	0.6224395	0.3967848	0.6282190	0.5601870	0.6637950	0.3233069	0.6561756	0.3207339	0.0572116	0.4231284	0.5603340	0.4309766	0.7352856	0.7142954	0.5299058	0.1895110	0.2959635	0.0427864	0.5373017
200	0.7396917	0.8091028	0.0040786	0.0187313	0.3511183	0.0438564	0.2215760	0.0513522	0.5864714	0.2951324	0.7945378	0.0800548	0.3359979	0.0056448	0.4920791	0.0094469	0.4745586	0.6733180	0.5251283	0.6421305	0.0705848	0.6627472	0.0027907	0.1213247	0.2884286	0.1316718	0.7375935	0.0663234	0.7513787	0.1735971	0.2645543	0.2287625	0.4008045	0.4075974	0.7006538	0.7039744	0.1524308	0.0600162	0.0724108	0.6961124	0.4416844	0.0403400	0.0672217	0.5118959	0.4156466	0.4298418	0.6223322	0.4728638	0.7605305	0.5805294	0.2866360	0.4961272	0.2495758	0.5321610	0.0120474	0.4197191	0.2091884	0.0007601	0.3905374	0.7771633	0.4355919	0.0868182	0.1550195	0.1741468	0.0577496	0.0286186	0.0642464	0.6795616	0.1960421	0.5984033	0.4328487	0.5434725	0.3428103	0.0730020	0.5035080	0.2764317	0.2388586	0.3488485	0.1634979	0.2302983	0.7998317	0.5223899	0.5986399	0.6458434	0.4043419	0.5925759	0.0658744	0.0293106	0.3468923	0.2862624	0.2211868	0.2440527	0.6237545	0.1819988	0.0119820	0.5823621	0.1633210	0.5659016	0.4581170	0.7774546	0.0274195	0.3538188	0.2156508	0.0274252	0.7581811	0.2332109	0.2281886	0.7740612	0.3491490	0.0168202	0.6736968	0.7061800	0.6894128	0.2886099	0.5785095	0.5583226	0.4516223	0.1290717	0.6789286	0.0509901	0.6309016	0.7169463	0.3975609	0.1295577	0.5291346	0.2913353	0.3760938	0.2164064	0.4116967	0.6889168	0.6173131	0.4693968	0.6725344	0.7308379	0.4267186	0.5549971	0.5020241	0.5011184	0.6843675	0.6314369	0.4984736	0.7828527	0.3133576	0.5585159	0.6110957	0.6440690	0.2634689	0.6916337	0.3318053	0.0949702	0.3376735	0.4416290	0.3351301	0.6875420	0.6847200	0.7068514	0.2394211	0.2069461	0.0411294	0.6583750
250	0.6196361	0.6741339	0.0006810	0.0422272	0.2365694	0.0933684	0.2122741	0.0605667	0.5656191	0.2712373	0.6658048	0.0581674	0.3120559	0.0011485	0.4815181	0.0117703	0.4243116	0.7982930	0.6608573	0.6185209	0.0875893	0.6633935	0.0002146	0.0717737	0.2179889	0.1271250	0.7020406	0.1410543	0.7155277	0.1904934	0.2858510	0.2303491	0.3951887	0.4459657	0.6814060	0.6659544	0.1113909	0.0759072	0.0719783	0.6517150	0.4553390	0.0803889	0.0558205	0.5008982	0.4949879	0.3138880	0.6049141	0.4838656	0.7298525	0.6310064	0.2554074	0.4804411	0.1923035	0.5921371	0.0015680	0.4021326	0.2444882	0.0020078	0.5569550	0.6721747	0.4309478	0.0966644	0.1721178	0.2203826	0.0491661	0.0809150	0.0378253	0.6797828	0.2439751	0.5064567	0.4217342	0.5512224	0.2631450	0.0448541	0.4622757	0.3538811	0.2628838	0.2874643	0.1861499	0.1683241	0.7043837	0.5931496	0.7221630	0.7722883	0.4664438	0.4907852	0.1246361	0.0580897	0.3227962	0.3398233	0.3007399	0.3227120	0.6070415	0.1471219	0.0342259	0.5084279	0.1796253	0.6012796	0.5732768	0.6676090	0.0453118	0.3424440	0.1460627	0.0278578	0.7615213	0.2561966	0.2683015	0.5301386	0.3546230	0.0107346	0.6964463	0.6071156	0.6826012	0.3227191	0.6620196	0.5390655	0.4926127	0.0814740	0.6185766	0.0385693	0.6595047	0.6407535	0.3469608	0.0819961	0.5060931	0.3264786	0.3295805	0.1902979	0.3563975	0.5468698	0.5973160	0.4672065	0.6572630	0.6760335	0.3866260	0.5670774	0.5691246	0.5845624	0.5554008	0.5729383	0.4200511	0.6373693	0.3596176	0.4324850	0.6167993	0.6656376	0.2553540	0.7064830	0.2740212	0.0793122	0.3953029	0.4644378	0.3452836	0.5214743	0.7746604	0.5388618	0.1781253	0.2947738	0.0403901	0.7934861
