"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
350	0.1398383	0.6391229	0.0611483	0.8645485	0.0005339	0.0047080	0.0596110	0.1541613	0.0461199	0.0000026	0.4969096	0.1568810	0.1234165	0.3868123	0.6877576	0.5576560	0.4415359	0.5949960	0.0059603	0.2378028	0.0007055	0.2688366	0.5680285	0.4233872	0.3684913	0.3511037	0.5529643	0.3940742	0.2004525	0.1896452	0.4215061	0.1567075	0.0099444	0.6461368	0.3927851	0.0001843	0.4290596	0.0058811	0.3307463	0.2335582	0.1942719	0.7224373	0.1261205	0.5623545	0.1497481	0.1101875	0.6525953	0.6294595	0.4018961	0.2066322	0.3045547	0.7304311	0.3072626	0.8106547	0.6387410	0.3298907	0.5243348	0.7588491	0.3653365	0.8082349	0.2546290	0.7163011	0.2022208	0.7043852	0.5292849	0.5352142	0.7352804	0.3938386	0.4667137	0.8505684	0.3320284	0.5580596	0.6567912	0.6984442	0.4515064	0.5788682	0.3072600	0.6110334	0.0374139	0.5910045
400	0.1024465	0.7176637	0.0167938	0.7132163	0.0000000	0.0001168	0.0465244	0.2062154	0.0829867	0.0005131	0.3659559	0.1598789	0.2040465	0.3979821	0.6705063	0.6129842	0.4259914	0.7011965	0.0086341	0.2597539	0.0005586	0.2330475	0.7037835	0.4701503	0.2500250	0.4431999	0.5706743	0.4737766	0.1719274	0.2258345	0.3926574	0.2084020	0.0065362	0.8198383	0.4425540	0.0013012	0.4444323	0.0187703	0.3313703	0.2188628	0.2559615	0.6582835	0.0946040	0.6381141	0.1080094	0.1211607	0.7466876	0.6936005	0.3172246	0.1702661	0.4217943	0.6800636	0.3093200	0.6002717	0.6466881	0.3628810	0.5811835	0.5288253	0.3601614	0.7291790	0.1656508	0.5934135	0.2310828	0.7249343	0.5833602	0.4915494	0.7553066	0.3523785	0.6480172	0.6296939	0.4258539	0.5536825	0.6641549	0.4932263	0.4337780	0.6642347	0.2823186	0.7768064	0.0470896	0.7212603
450	0.1937698	0.6890996	0.0378368	0.6928934	0.0002958	0.0002340	0.0764900	0.2424280	0.0837594	0.0009951	0.4514583	0.1490519	0.1633693	0.4206344	0.7094827	0.5096888	0.3936658	0.5690408	0.0307449	0.2163803	0.0001112	0.2787019	0.6294679	0.4170083	0.4084672	0.4005382	0.6990910	0.4453767	0.2185080	0.2747791	0.3190084	0.2745577	0.0124354	0.7331353	0.4463188	0.0029153	0.4645218	0.0053864	0.3104262	0.2026864	0.2690100	0.8291695	0.1513892	0.5093030	0.1523159	0.1769441	0.6591615	0.5808018	0.3595214	0.1748526	0.3197985	0.7208456	0.3266191	0.7418944	0.6296532	0.4328574	0.5811617	0.6768409	0.3892754	0.6869934	0.2925487	0.7900492	0.2145483	0.6209135	0.5916136	0.6550875	0.8320092	0.3173270	0.4776209	0.7812765	0.6057028	0.5661286	0.7715706	0.5970339	0.4113518	0.7896488	0.2620995	0.7737833	0.0499392	0.6599247
500	0.1344857	0.7016504	0.0371633	0.7286865	0.0004024	0.0001742	0.0514435	0.1775116	0.1021870	0.0029728	0.5290206	0.1527313	0.1799923	0.4076129	0.6700378	0.5744753	0.4294324	0.5518362	0.0187575	0.2470289	0.0000274	0.2600442	0.6279541	0.3690933	0.3224447	0.4617729	0.5416544	0.4000771	0.1915394	0.3223987	0.3359440	0.1960458	0.0233053	0.6793934	0.4705624	0.0002125	0.5171193	0.0050417	0.2908753	0.1906118	0.3378103	0.6000199	0.1783295	0.5840682	0.1495026	0.1935561	0.7333355	0.8248019	0.3689816	0.2286214	0.3367995	0.7165540	0.2010286	0.6727908	0.5946336	0.4324169	0.5978274	0.5445957	0.3332439	0.7435265	0.1882134	0.6186788	0.2532986	0.6462359	0.4832822	0.5293132	0.6578156	0.3552460	0.5374910	0.8395864	0.5637988	0.6099185	0.6440325	0.5272504	0.4572778	0.6022180	0.3580480	0.6554636	0.0703146	0.5903109
550	0.1059501	0.6239743	0.3272283	0.6112417	0.0174586	0.1212307	0.0838291	0.5479742	0.0879166	0.0010971	0.4655928	0.1430010	0.0513861	0.3915336	0.6515211	0.4405386	0.3894875	0.4936137	0.0116905	0.2077007	0.2148709	0.4743450	0.8186517	0.3123275	0.5299160	0.2625938	0.6184659	0.4087248	0.1005473	0.1728654	0.2998974	0.4308484	0.1721188	0.7424982	0.2864149	0.0018676	0.3708814	0.1374418	0.3976114	0.4283663	0.3319939	0.7292951	0.3557765	0.4208950	0.1450762	0.1363918	0.5171239	0.6937424	0.5233748	0.0640452	0.4299484	0.7679183	0.3741818	0.6021197	0.3196282	0.3616044	0.2793040	0.7544582	0.3714761	0.6401489	0.1764549	0.6385410	0.1223280	0.5371438	0.5476402	0.4841842	0.7294983	0.5576956	0.5953690	0.6736560	0.5915247	0.4544974	0.5182380	0.6023440	0.4781666	0.7246431	0.3601402	0.7297419	0.0328168	0.4393328
600	0.0555651	0.7529526	0.3219769	0.7925441	0.0460743	0.0517363	0.0543651	0.7038166	0.0432091	0.0011788	0.4101850	0.1306227	0.0338991	0.2348659	0.6516862	0.4855860	0.4811936	0.3480244	0.0022445	0.1566137	0.1234998	0.4188247	0.6379215	0.2923039	0.7327055	0.0960882	0.4901553	0.3385523	0.0568565	0.0704780	0.2202822	0.5560809	0.2183224	0.7052622	0.1986673	0.0011956	0.4303295	0.1921624	0.2637487	0.2411993	0.4320676	0.6976034	0.4556623	0.4158878	0.2087077	0.1708328	0.5900276	0.7146502	0.4622516	0.0109333	0.6040411	0.6485629	0.3375393	0.5920017	0.1801909	0.3671287	0.2019686	0.7230715	0.4526259	0.7543716	0.2470856	0.6059664	0.0701417	0.7079857	0.5466260	0.4659300	0.7911889	0.4440245	0.8025589	0.8060770	0.4200309	0.6681071	0.6805637	0.5550041	0.4501642	0.6869494	0.2223175	0.8795885	0.0330172	0.4203213
650	0.0698843	0.5915058	0.3752035	0.6506787	0.0597348	0.0754044	0.0503976	0.6419594	0.0848019	0.0010742	0.3836092	0.1813814	0.0087277	0.2380502	0.3059559	0.4253945	0.2926960	0.3321276	0.0092971	0.1523684	0.0935187	0.4374709	0.5185918	0.1963924	0.6581351	0.0458483	0.3763703	0.2979185	0.0128121	0.0066900	0.2380469	0.6561731	0.1104461	0.6023672	0.0946010	0.0061466	0.2475296	0.1363198	0.2365575	0.1129882	0.4155037	0.5987178	0.4788549	0.5150342	0.3081810	0.1439453	0.5032013	0.7887571	0.3439296	0.0081789	0.5856259	0.6917664	0.3821150	0.6869563	0.1733568	0.5519686	0.2226190	0.7218031	0.3666304	0.5242967	0.2954066	0.8379612	0.0496831	0.5699330	0.4915076	0.5336775	0.7162537	0.4109879	0.8610237	0.6492862	0.4804058	0.5277301	0.6242780	0.7034699	0.4802346	0.5856993	0.2641643	0.6505153	0.0572920	0.4718871
700	0.0798997	0.6556230	0.3521179	0.7966324	0.0328765	0.0342993	0.0337579	0.7253393	0.0860745	0.0000240	0.3476730	0.1477408	0.0390867	0.2382564	0.3508430	0.5162536	0.3299720	0.3089520	0.0089857	0.1195820	0.0930229	0.3631613	0.6248401	0.1328104	0.5909052	0.0602831	0.2463886	0.3119129	0.0310893	0.0391128	0.1798530	0.6378629	0.1768392	0.6739027	0.1730811	0.0155889	0.2739186	0.1502374	0.1912096	0.1650227	0.4680118	0.6923932	0.5291837	0.6029946	0.3065684	0.1693316	0.6694730	0.7147178	0.4709375	0.0012265	0.6122034	0.6912778	0.3750426	0.6282710	0.1785607	0.3865842	0.1891186	0.7364675	0.2774479	0.6431433	0.1828370	0.7066038	0.0328977	0.6882599	0.5758313	0.6271141	0.6581519	0.3923295	0.6872084	0.7186206	0.3966925	0.5534450	0.6111680	0.5448447	0.5707322	0.8330537	0.3196095	0.6874707	0.0212409	0.5143512
750	0.0703765	0.6880314	0.2889298	0.6630298	0.0212634	0.0275364	0.0269332	0.7957354	0.0591609	0.0132222	0.3239435	0.2013868	0.0193170	0.1937915	0.3108788	0.6301803	0.3174634	0.3119096	0.0262159	0.0721191	0.1038219	0.3580835	0.5757120	0.1270150	0.6632776	0.0689802	0.2916304	0.2540297	0.0174088	0.0213599	0.2298233	0.7984796	0.2277821	0.6338692	0.1177518	0.0050275	0.2457103	0.0860785	0.1494612	0.1524594	0.3966780	0.7341602	0.4801538	0.4087464	0.2847123	0.1772812	0.6015154	0.7455453	0.4159199	0.0004513	0.7165569	0.7567138	0.3520235	0.6960135	0.1620720	0.3683866	0.1982787	0.6417823	0.2919064	0.6465559	0.2317753	0.6704183	0.0311351	0.6275304	0.6450076	0.5380465	0.7009033	0.3492924	0.6279887	0.6120594	0.5049604	0.5640837	0.6823772	0.5884369	0.5555910	0.6717442	0.2312263	0.6923851	0.0403491	0.4941527
800	0.0813536	0.7814092	0.3408920	0.5456322	0.0242617	0.0665996	0.0599063	0.6410050	0.0466302	0.0000749	0.2573559	0.2285225	0.0110597	0.2510575	0.2788700	0.6363457	0.5050646	0.2420593	0.0193492	0.1534851	0.0807380	0.3441237	0.5554017	0.1374214	0.4895339	0.0449256	0.2590531	0.2586333	0.0480954	0.0087284	0.1499858	0.5736762	0.1615851	0.7833889	0.0853760	0.0051990	0.2496124	0.1025133	0.1506187	0.1584857	0.4884888	0.6569071	0.6331946	0.4576557	0.3717525	0.1142053	0.6005747	0.6850052	0.3831275	0.0014692	0.7162822	0.7200560	0.3649037	0.6266297	0.2308283	0.2834008	0.1396049	0.5746788	0.3571737	0.7296126	0.2284872	0.5832078	0.0462150	0.5649181	0.5198873	0.6137880	0.7271154	0.2883353	0.7201639	0.7478928	0.4657663	0.5374527	0.7634751	0.6530179	0.4913162	0.6701402	0.2646441	0.7756483	0.0347335	0.3708632
850	0.0908415	0.5994965	0.3109088	0.7640640	0.0271402	0.0665893	0.0433969	0.7985281	0.0552517	0.0001421	0.3000680	0.1403104	0.0278685	0.2939495	0.3548063	0.5640807	0.4837449	0.3206854	0.0223137	0.1072837	0.0867594	0.4768166	0.5659078	0.1084005	0.6144273	0.0714066	0.3086799	0.2082794	0.0156530	0.0076415	0.1993658	0.6911735	0.1338381	0.6492303	0.0994644	0.0017919	0.2077861	0.0856251	0.1254805	0.1488035	0.4883132	0.5907334	0.4426571	0.4726962	0.3509508	0.1036637	0.7098984	0.5514127	0.3909590	0.0060154	0.7671087	0.6793334	0.3245937	0.7704116	0.1773672	0.3553763	0.1234843	0.6521316	0.3623791	0.6906954	0.2528317	0.7303131	0.0254914	0.7026638	0.6191008	0.5476860	0.9421572	0.3848163	0.6493402	0.7607626	0.5154293	0.5391458	0.7568924	0.5553567	0.4702384	0.5861772	0.2323971	0.6496280	0.0178932	0.3968327
900	0.0534740	0.7658348	0.2738189	0.5524908	0.0133602	0.0578483	0.0331016	0.8287379	0.0461493	0.0013117	0.4260896	0.2018102	0.0282792	0.2761329	0.2482054	0.7393435	0.3740952	0.2821532	0.0181447	0.1018800	0.1049069	0.3661798	0.5292928	0.1071751	0.7961890	0.0482217	0.2781997	0.1756478	0.0332383	0.0054432	0.1458521	0.6088301	0.1784708	0.6845173	0.0600522	0.0028201	0.2384090	0.1108890	0.1089701	0.1413230	0.4225768	0.7040277	0.3843704	0.4931515	0.3564477	0.1912892	0.6578111	0.6241002	0.4137582	0.0054430	0.6172215	0.6046443	0.3067408	0.7382665	0.1900553	0.4191223	0.1307685	0.5152281	0.3979334	0.6902859	0.2986049	0.6771744	0.0531352	0.6659222	0.6068908	0.5665338	0.7075129	0.3779713	0.6842593	0.7074404	0.4948665	0.5236228	0.5987234	0.5858032	0.5338660	0.7764341	0.2374002	0.7466989	0.0466594	0.4296957
950	0.1178582	0.6929789	0.2995850	0.8287432	0.0245073	0.0649527	0.0870248	0.6931316	0.1072153	0.0020942	0.2959511	0.1903483	0.0159494	0.2609242	0.2049652	0.6349119	0.4061296	0.2751580	0.0185847	0.0765880	0.0687697	0.3454627	0.6188870	0.1477453	0.8002920	0.0273820	0.2751400	0.3488132	0.0265548	0.0060824	0.1757016	0.6950696	0.1082998	0.7491365	0.0948444	0.0019282	0.2577710	0.0968657	0.1886678	0.0824964	0.4645618	0.7107344	0.4822117	0.4442989	0.2706486	0.1092810	0.4988966	0.7768796	0.3192508	0.0015558	0.5453317	0.7225078	0.3789126	0.6360617	0.2159108	0.3719820	0.2071272	0.6368317	0.4151040	0.7366617	0.2118989	0.6535765	0.0650229	0.7843049	0.6131217	0.4379466	0.7647060	0.3968385	0.7062185	0.6358614	0.4158913	0.6473013	0.5954257	0.6008236	0.5379122	0.6123423	0.2567814	0.6927306	0.0296122	0.3482064
1000	0.0452332	0.6485587	0.3269770	0.7346227	0.0143951	0.0355132	0.0321447	0.7888306	0.0765456	0.0007032	0.2610498	0.1926353	0.0160216	0.2529819	0.3051009	0.6352300	0.3769842	0.3175703	0.0141838	0.0562524	0.0933103	0.3271199	0.6095559	0.1202902	0.7414385	0.0192158	0.2214557	0.1768700	0.0262494	0.0024055	0.1443927	0.6784814	0.1153932	0.6627983	0.0978790	0.0014907	0.2267436	0.1281519	0.1486036	0.0925458	0.3944391	0.6231539	0.4773864	0.4339767	0.2702699	0.1498919	0.5265602	0.8310400	0.3684984	0.0007881	0.5944970	0.7789963	0.3077464	0.7881903	0.2293617	0.3591008	0.0724196	0.6241959	0.5086133	0.6863632	0.3330712	0.6598554	0.0518828	0.7173056	0.4907387	0.5134804	0.7073640	0.4213601	0.7348931	0.7650647	0.5226171	0.5425603	0.5287378	0.6357375	0.5663050	0.6827242	0.2677961	0.7359623	0.0490718	0.4091695

0	0.0744158	0.7059670	0.3413841	0.6855537	0.0050378	0.0435433	0.0795495	0.6905656	0.0308833	0.0002643	0.2993773	0.1756519	0.0246373	0.3025755	0.3963997	0.5810587	0.4474587	0.2346298	0.0242630	0.1199811	0.1228406	0.5124126	0.4597417	0.1340478	0.6740160	0.0404657	0.4189666	0.2310654	0.0183877	0.0259158	0.2087792	0.5970354	0.1183133	0.6496440	0.1118805	0.0005300	0.3429540	0.1233409	0.2651366	0.1549930	0.4298099	0.6820028	0.4394555	0.3814071	0.2758861	0.1067726	0.5699156	0.7156409	0.4261567	0.0009963	0.5865217	0.6403602	0.2956516	0.7822447	0.2446196	0.4860520	0.1604688	0.7407302	0.3751536	0.7596544	0.2678620	0.5593707	0.0688519	0.7084786	0.4421322	0.4861941	0.6980395	0.3917547	0.7015867	0.8190178	0.4279071	0.5817964	0.7062393	0.5526324	0.4499406	0.6846893	0.3230838	0.7030363	0.0664369	0.3448141
50	0.0278857	0.5852995	0.1011878	0.7002501	0.0033315	0.0126317	0.0693172	0.6593418	0.0371953	0.0012282	0.2908018	0.1743547	0.0055452	0.2428403	0.3786003	0.6781238	0.1549406	0.2310482	0.0025085	0.0763176	0.0218695	0.3615797	0.5766733	0.1478365	0.6800818	0.0552052	0.1070066	0.1073928	0.0348400	0.0042295	0.1397883	0.6169972	0.1559380	0.3814710	0.1477974	0.0003259	0.2445099	0.1101100	0.2317692	0.1705079	0.3718205	0.6617357	0.5169402	0.6282384	0.2453860	0.1423885	0.3840337	0.6613514	0.2152089	0.0014605	0.6388074	0.7503870	0.2969519	0.6611496	0.1649362	0.4249236	0.1447537	0.5414171	0.4457021	0.3077344	0.1887966	0.6582124	0.5794995	0.7387112	0.6460390	0.6472451	0.6667583	0.3319309	0.7242435	0.6733455	0.4827625	0.7910566	0.6766294	0.6461793	0.4791659	0.5888887	0.3133821	0.6775944	0.0000000	0.3776658
100	0.0753539	0.5988964	0.0370620	0.7047441	0.0002283	0.0118698	0.0360189	0.9345776	0.0077822	0.0003016	0.3057433	0.1783598	0.0165257	0.2379065	0.3603776	0.5491749	0.0831939	0.1819263	0.0014599	0.0638903	0.0053318	0.3624093	0.5656528	0.1357759	0.7015264	0.0468556	0.0225883	0.0419260	0.0326849	0.0101780	0.2212413	0.5558607	0.2206796	0.3541571	0.2690479	0.0004085	0.1927887	0.1570824	0.1293822	0.1469027	0.4313655	0.7336668	0.4450357	0.4747249	0.3496706	0.1078681	0.3356526	0.6364072	0.1596877	0.0000000	0.7368746	0.7908595	0.2305466	0.7195313	0.1342031	0.3165940	0.1697790	0.6502093	0.4393333	0.2136032	0.1837103	0.6223559	0.5529122	0.6731597	0.5421043	0.5394602	0.7903483	0.3584005	0.6612537	0.6936317	0.4723780	0.6534821	0.5626362	0.7611942	0.4649100	0.5613200	0.2626429	0.6833951	0.0002807	0.4573050
150	0.0860573	0.6145945	0.0445410	0.6467395	0.0000000	0.0006802	0.0424077	0.7145433	0.0050905	0.0000183	0.2882464	0.1403394	0.0269046	0.2675659	0.2903437	0.6349096	0.0624933	0.2184418	0.0000000	0.0425945	0.0073760	0.4068251	0.5320223	0.1515283	0.6361507	0.0470234	0.0222264	0.0212988	0.0366607	0.0429984	0.1730483	0.6028869	0.2287722	0.2840851	0.3807411	0.0000000	0.1774172	0.1639669	0.2091044	0.1336901	0.4048122	0.7905352	0.4839543	0.6622204	0.2920144	0.1614467	0.3521240	0.6681467	0.1121245	0.0000193	0.6859498	0.5821441	0.2779018	0.5987284	0.2172251	0.1914364	0.1745929	0.4834946	0.4744709	0.2476090	0.1855376	0.6849299	0.5907954	0.7022189	0.5850855	0.5511231	0.6729499	0.3086322	0.6759435	0.7175848	0.4960598	0.7275907	0.5891213	0.7364127	0.4659039	0.6392075	0.2111259	0.7320541	0.0000218	0.3594818
200	0.0693140	0.7038648	0.0162116	0.7412217	0.0003339	0.0001911	0.0645336	0.7041338	0.0129619	0.0000000	0.3236532	0.1700629	0.0147384	0.2193254	0.3280801	0.7313526	0.0760251	0.2697777	0.0009718	0.0345114	0.0003106	0.3206485	0.6033660	0.0895615	0.6280903	0.0316717	0.0187527	0.0073447	0.0490903	0.0183084	0.2057467	0.7307927	0.3347804	0.3273110	0.5639496	0.0000578	0.1800255	0.1551593	0.2077525	0.1284169	0.5174322	0.7023377	0.5184074	0.7587462	0.3103563	0.1752878	0.3458697	0.8122338	0.1174006	0.0012643	0.4968449	0.7068009	0.1984036	0.7567948	0.1853107	0.1387459	0.2813712	0.6293067	0.4140777	0.1714157	0.1356057	0.6510003	0.7517351	0.6813091	0.5244194	0.4305751	0.6756015	0.4017797	0.5551633	0.7657471	0.5098957	0.7196227	0.5126560	0.6455001	0.4325009	0.5968609	0.2773999	0.8227451	0.0000619	0.3646143
250	0.0864594	0.6277096	0.0240614	0.6258251	0.0000825	0.0017132	0.0260234	0.7294774	0.0305802	0.0000300	0.3152372	0.1194625	0.0161686	0.2853737	0.3074903	0.6839172	0.0588160	0.3383033	0.0020555	0.0484382	0.0000199	0.3455550	0.5634998	0.0984288	0.7250618	0.0397523	0.0103632	0.0027244	0.0500136	0.0152058	0.1496429	0.6195300	0.3283646	0.3265649	0.5069272	0.0000182	0.1306386	0.1241293	0.1328999	0.0855186	0.4401649	0.7786472	0.5394777	0.7377672	0.3008217	0.1731269	0.3798786	0.8001640	0.1376448	0.0009368	0.5961543	0.6755144	0.2626942	0.6022474	0.1520231	0.1000228	0.1315192	0.5834202	0.3915365	0.1877846	0.1491498	0.6747681	0.8470783	0.6679825	0.6051108	0.5095263	0.6975202	0.3513942	0.5796297	0.8023075	0.3975824	0.7209712	0.6142572	0.7110286	0.4308405	0.7347980	0.2785708	0.7645953	0.0000425	0.4853970
300	0.0555408	0.8118875	0.0413094	0.7199431	0.0000734	0.0015243	0.0342293	0.7099343	0.0112207	0.0000000	0.2698583	0.1869691	0.0052574	0.2281872	0.2578588	0.6387478	0.0609413	0.3155948	0.0000000	0.0406395	0.0000000	0.3312540	0.6134157	0.0881401	0.7162720	0.0625909	0.0058261	0.0207247	0.0752454	0.0396513	0.1976459	0.5197695	0.3550960	0.3384001	0.5035312	0.0000919	0.1891922	0.1324443	0.2212583	0.0759324	0.4866508	0.5350080	0.4542673	0.7186907	0.2616478	0.0928707	0.2490485	0.7002075	0.0972440	0.0004703	0.5727862	0.6661182	0.2060793	0.5683544	0.1742126	0.1512563	0.1127193	0.6380223	0.4571210	0.2488319	0.1130903	0.7228264	0.7120278	0.7892237	0.7045037	0.6081069	0.7451597	0.4096566	0.4925144	0.6547089	0.4517621	0.7392533	0.7911984	0.6356336	0.4345634	0.5754312	0.3293995	0.6925717	0.0000997	0.3265828
350	0.0652220	0.7009093	0.0341982	0.7221052	0.0003910	0.0033071	0.0557067	0.7503458	0.0041429	0.0012021	0.3988332	0.1548283	0.0091006	0.2532354	0.3514248	0.6359138	0.1340527	0.3108235	0.0003647	0.0537250	0.0005544	0.3500259	0.6582958	0.1095442	0.5993050	0.0622504	0.0007221	0.0248118	0.0741621	0.0222924	0.1291390	0.5899488	0.3042593	0.2759437	0.5679972	0.0001107	0.1899364	0.1755824	0.1847318	0.1096303	0.4003934	0.6725496	0.4072985	0.6528737	0.2849818	0.1275849	0.2329144	0.7706926	0.1254536	0.0001457	0.6065613	0.7535274	0.2245360	0.6129800	0.2247500	0.1449333	0.1087414	0.6576020	0.4378954	0.1648906	0.1415635	0.7234746	0.6535990	0.6099092	0.5131242	0.6048028	0.6321003	0.3800223	0.4377740	0.8373533	0.4628039	0.6547566	0.6577745	0.7228690	0.4507158	0.7544040	0.2043783	0.8097150	0.0001044	0.4204457
400	0.0438233	0.5600918	0.0269190	0.6019345	0.0000077	0.0045894	0.0629702	0.6663907	0.0082909	0.0000000	0.2618942	0.1452502	0.0072598	0.2758842	0.3065543	0.7401522	0.0374143	0.3278773	0.0000009	0.0962971	0.0000004	0.3427538	0.4866114	0.0760052	0.5975417	0.0552588	0.0065970	0.0264274	0.1025297	0.0313833	0.2072735	0.5777012	0.3424484	0.2914681	0.5779277	0.0003920	0.1435570	0.2312002	0.1968775	0.1510582	0.3967365	0.7541350	0.4663361	0.5596083	0.2469188	0.1324591	0.2728899	0.7090373	0.0892651	0.0000000	0.4899011	0.6816441	0.1827712	0.7091097	0.2540398	0.1418909	0.1570898	0.5809578	0.3575605	0.1365792	0.1006344	0.6216263	0.6926009	0.7506509	0.4024637	0.5082705	0.6982279	0.4180134	0.5196646	0.7100162	0.3728805	0.6847037	0.6586177	0.5220715	0.4916211	0.7627160	0.2235746	0.7062950	0.0020050	0.3969949
450	0.0581347	0.8128607	0.0473560	0.5908895	0.0000054	0.0169023	0.1088530	0.5635156	0.0167738	0.0007026	0.3617956	0.1739007	0.0087632	0.2494824	0.3803569	0.6346216	0.0336553	0.2972232	0.0000324	0.0398281	0.0000030	0.3216965	0.5544139	0.1822076	0.7313521	0.0484961	0.0090779	0.0070663	0.0684328	0.0177801	0.1854614	0.6024023	0.4393626	0.3246266	0.5141725	0.0002455	0.1583847	0.1523833	0.1751365	0.1468857	0.3517929	0.6853757	0.5405244	0.5795551	0.2336580	0.1698496	0.3762305	0.6648948	0.0595093	0.0006993	0.7431681	0.5575866	0.1588951	0.6298314	0.2917508	0.1574415	0.1483733	0.6063839	0.4945005	0.2269239	0.1178607	0.6986020	0.5987837	0.6879334	0.4656725	0.4088348	0.8072912	0.3578440	0.4437890	0.7323337	0.4466629	0.6016279	0.5811250	0.6173683	0.4570105	0.5915139	0.3023605	0.8328319	0.0008099	0.4979929
500	0.0938305	0.8032524	0.0342695	0.6671719	0.0004857	0.0173495	0.0409373	0.6593654	0.0117630	0.0001643	0.2839825	0.1810617	0.0101383	0.2069211	0.3049803	0.6100424	0.0375328	0.3802753	0.0007606	0.0877603	0.0001452	0.4212498	0.4934995	0.1747586	0.5962319	0.0393229	0.0043985	0.0121204	0.0583278	0.0091316	0.2380612	0.5627049	0.4085297	0.2743560	0.5319287	0.0009997	0.2296544	0.1371507	0.1641495	0.1523989	0.4685384	0.7036147	0.4454049	0.7037984	0.3201392	0.1818019	0.2683621	0.7656462	0.0818731	0.0000736	0.7099541	0.6936037	0.2060651	0.7261336	0.1376285	0.1414596	0.2119995	0.5931503	0.4490003	0.2131658	0.1274927	0.7697542	0.6918139	0.5726295	0.6030773	0.5802549	0.6336157	0.3911210	0.4950115	0.7974635	0.4790518	0.5552864	0.6433524	0.6152885	0.6232485	0.7468088	0.2324768	0.8608822	0.0004438	0.4477697
550	0.0602512	0.7586459	0.2598237	0.7154726	0.0394776	0.0414963	0.0644397	0.7350474	0.0226921	0.0001759	0.3262483	0.1527249	0.0290862	0.2943702	0.3475521	0.6557364	0.1982100	0.2224754	0.0083376	0.0882923	0.0781334	0.3572588	0.5593627	0.1063942	0.5661033	0.0477974	0.2165856	0.1690249	0.0405383	0.0339217	0.1891326	0.6091726	0.4691966	0.5229996	0.3335039	0.0003523	0.2110311	0.1001424	0.1689940	0.1947305	0.4683050	0.7012540	0.5023671	0.4632123	0.3691455	0.1640167	0.6329872	0.5647375	0.2293459	0.0011352	0.6563368	0.6278749	0.2208323	0.6153980	0.1567458	0.2737673	0.2352663	0.5085967	0.3588068	0.6164265	0.1714702	0.6947216	0.2553745	0.6108303	0.5289063	0.5840980	0.6465259	0.4789109	0.5968219	0.6631195	0.4599376	0.5205240	0.6457730	0.5252818	0.4206683	0.7326653	0.2866627	0.7965938	0.0269346	0.4844488
600	0.0533985	0.6284311	0.2497717	0.6690992	0.0152501	0.0461869	0.0828723	0.7398262	0.0619935	0.0003316	0.2816299	0.1580214	0.0222414	0.2094647	0.2324990	0.6301284	0.3506932	0.3192859	0.0187554	0.0715887	0.0884612	0.3887521	0.5254352	0.0894519	0.6390973	0.0194864	0.2437071	0.2125205	0.0450989	0.0070766	0.2507948	0.6441895	0.3129928	0.6306967	0.2425128	0.0082271	0.1921173	0.1579043	0.1474179	0.1150119	0.4025399	0.5674156	0.5533889	0.5882555	0.2369579	0.1226711	0.6382961	0.6299384	0.3480216	0.0037982	0.6058762	0.6157292	0.4445699	0.6500568	0.1873852	0.3095388	0.1706719	0.6808354	0.3992761	0.5605580	0.1883800	0.6830430	0.0846543	0.6206852	0.6065028	0.5150966	0.5699760	0.3788387	0.5588182	0.6799360	0.4360589	0.4693709	0.5282922	0.6730989	0.4916513	0.6722435	0.2149691	0.8129592	0.0174492	0.4829505
650	0.0524920	0.7863902	0.1951457	0.6759407	0.0120792	0.0404599	0.0370363	0.6498679	0.0474565	0.0000000	0.3345017	0.1772919	0.0164508	0.2863977	0.1657704	0.7597249	0.4613641	0.2311582	0.0111241	0.1406082	0.0666639	0.3230825	0.6149330	0.0775921	0.6272945	0.0635261	0.1856770	0.2290981	0.0323085	0.0117092	0.1677787	0.6177343	0.2343006	0.6633538	0.1742490	0.0062276	0.1875002	0.1266326	0.1736020	0.0421210	0.4826431	0.7359396	0.4099832	0.4605750	0.2856609	0.1654604	0.6914322	0.5714989	0.3889290	0.0029276	0.6164753	0.6793289	0.3047449	0.7693571	0.1918400	0.3249986	0.1803296	0.6907993	0.3005247	0.7570337	0.1972068	0.6904105	0.0523278	0.6253039	0.5187197	0.5840713	0.5793715	0.3746431	0.7712557	0.7420555	0.4829464	0.5144073	0.6879012	0.5885617	0.4880486	0.6078646	0.2061440	0.6606341	0.0429413	0.4606101
