"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
600	0.6183359	0.4252133	0.7584595	0.6668497	0.7542316	0.3204236	0.1404897	0.1366431	0.5104215	0.5832289	0.3718833	0.1924322	0.8022833	0.2343047	0.5317130	0.6572440	0.6587741	0.6008759	0.6808998	0.3339953	0.8012977	0.5966824	0.8843068	0.1570523	0.2338150	0.1163509	0.1389687	0.1487337	0.5830385	0.3814295	0.2809497	0.4615706	0.0922046	0.1804017	0.6816671	0.4226603	0.6310536	0.7790523	0.6900702	0.1838265	0.4315904	0.5995155	0.6177987	0.6696315	0.6439999	0.0183030	0.6549631	0.4211768	0.3440484	0.2431223
650	0.6599267	0.3868618	0.6189872	0.7496502	0.7097812	0.3119999	0.1091056	0.0724187	0.4701520	0.3145191	0.2917912	0.1897049	0.6797166	0.3092224	0.5373746	0.8293276	0.7990145	0.7370447	0.7744099	0.3119057	0.7418526	0.6052513	0.6372152	0.1497661	0.1945600	0.1145688	0.1219413	0.1534319	0.6793024	0.3584430	0.1868820	0.4454641	0.0826533	0.3471081	0.7263819	0.5674853	0.7537280	0.7332022	0.8753163	0.1747030	0.4472869	0.7686849	0.7138854	0.5911464	0.4882255	0.0140981	0.7146006	0.4066589	0.2921589	0.1841175
700	0.6376822	0.4300605	0.5689428	0.7524451	0.7245774	0.3755289	0.1239866	0.0357960	0.5679337	0.1804078	0.3571746	0.3262366	0.8479860	0.4344523	0.4698917	0.6327389	0.7483564	0.7283074	0.6350782	0.3585964	0.8325630	0.6878933	0.6674252	0.0363170	0.1585311	0.0939512	0.1802538	0.1780290	0.5134249	0.2733361	0.0768950	0.4506468	0.1096119	0.4129294	0.6644263	0.4991673	0.6940813	0.7405641	0.6851536	0.1602233	0.5154081	0.6718267	0.6225118	0.4409695	0.3844838	0.0110511	0.5169002	0.3818395	0.3811367	0.1692656
750	0.7426237	0.3939485	0.5822141	0.8603574	0.8563741	0.4533549	0.1347641	0.0791515	0.6463885	0.1003028	0.2958385	0.3435460	0.8175479	0.4332658	0.4428111	0.7230250	0.7262603	0.7096302	0.7794937	0.2906226	0.6204470	0.6756544	0.5833444	0.0489850	0.1751564	0.1075301	0.2715503	0.1267710	0.5511820	0.1422450	0.0774153	0.3492915	0.1087992	0.3692967	0.6666439	0.5415672	0.6913327	0.7454058	0.6207050	0.2748779	0.4451587	0.6464665	0.6093507	0.4801837	0.4247363	0.0057922	0.6760381	0.3247652	0.3899582	0.1800189
800	0.7073571	0.5119017	0.5398863	0.7302968	0.7944284	0.3866386	0.1818384	0.0715508	0.5606835	0.1348483	0.3211128	0.3245473	0.5554157	0.4085211	0.4893414	0.6352393	0.8671276	0.7760655	0.7559607	0.3614154	0.6344732	0.5517103	0.6860706	0.0277277	0.1358607	0.1199218	0.2412304	0.2330030	0.6109534	0.1185679	0.0311751	0.3430696	0.0546130	0.4624733	0.8254325	0.4319977	0.6666285	0.7615605	0.7552130	0.2099056	0.4364583	0.7303255	0.6587056	0.5007719	0.3163402	0.0090199	0.6086275	0.3895353	0.3379956	0.1610579
850	0.6884673	0.4669361	0.6650158	0.6513970	0.6965466	0.3718165	0.1077551	0.0721117	0.4144515	0.0789494	0.3091000	0.4071908	0.8256181	0.4555306	0.4928199	0.6943906	0.6730873	0.7912105	0.7763251	0.2748166	0.5834289	0.6497743	0.8210951	0.0507559	0.2126398	0.1157686	0.4177139	0.1701937	0.5698830	0.0643046	0.0484263	0.3984561	0.1164519	0.4948929	0.7580549	0.4332456	0.7495165	0.8337419	0.8677040	0.2049293	0.5135452	0.7830529	0.5548660	0.5474016	0.4322833	0.0147874	0.7098623	0.2935873	0.4440421	0.2528455
900	0.6392885	0.4878496	0.7498651	0.7027441	0.6905816	0.3377458	0.1381046	0.0592700	0.4921220	0.0625966	0.4297771	0.3245901	0.6370279	0.5233257	0.4637933	0.7293201	0.7680944	0.6604770	0.7181125	0.3276661	0.7592063	0.6650933	0.8412160	0.0272880	0.2079451	0.0920569	0.5404438	0.1515432	0.7980048	0.0420059	0.0440170	0.4892819	0.1113171	0.4330751	0.6595558	0.4567492	0.8038116	0.6361150	0.7101947	0.2146009	0.4885419	0.7085551	0.6214923	0.4339884	0.4539918	0.0097805	0.6410619	0.3407750	0.4028451	0.1638143
950	0.6542543	0.5448062	0.6731784	0.7212944	0.8427612	0.3785362	0.0933615	0.0509165	0.4681719	0.0937098	0.3905898	0.3744304	0.6534052	0.4482752	0.4066151	0.6709979	0.6920833	0.6619316	0.7074913	0.2918459	0.7646405	0.7629262	0.6921953	0.0427411	0.1828024	0.1241110	0.6625732	0.1792493	0.8116397	0.0206817	0.0354527	0.4703709	0.1395792	0.4113805	0.6719928	0.5584289	0.6685516	0.6849605	0.7375163	0.1991614	0.4601042	0.7169213	0.6939801	0.5291303	0.4295432	0.0074594	0.6534074	0.3849155	0.4100799	0.1590529
1000	0.7463213	0.4861769	0.6925873	0.6594419	0.6605592	0.3722163	0.1524268	0.0591446	0.5514776	0.0690023	0.3602626	0.4010475	0.6382634	0.4212236	0.4127214	0.7579101	0.7647616	0.7491922	0.7016643	0.3869373	0.7520759	0.6155288	0.6928148	0.0511814	0.1857358	0.1173922	0.7658107	0.1706730	0.6442094	0.0388075	0.0414679	0.3938834	0.0864962	0.3905840	0.7637877	0.5066800	0.8187429	0.7749796	0.6801691	0.2536478	0.5160071	0.6104125	0.6219571	0.5129245	0.4384790	0.0071478	0.8037167	0.3533701	0.3562299	0.3132214

0	0.7525445	0.4514303	0.6394943	0.6766322	0.6520311	0.3807609	0.1434311	0.0682210	0.5392839	0.1435414	0.4470985	0.4014758	0.7191935	0.4015610	0.4833139	0.8316877	0.7156003	0.6992360	0.6875626	0.4042831	0.7507382	0.7249468	0.6485034	0.0922016	0.1621394	0.1185330	0.5727771	0.2214515	0.7112217	0.0053132	0.0215623	0.4605204	0.0781238	0.3046083	0.7393823	0.4269813	0.6299251	0.7525866	0.7972250	0.2488377	0.5240036	0.7778436	0.5681862	0.5491624	0.4711183	0.0048701	0.7179370	0.3093335	0.3078288	0.1739033
50	0.7147195	0.5626108	0.6935136	0.7913667	0.8160834	0.6044798	0.1301236	0.0539509	0.5733319	0.0905040	0.3895254	0.3412077	0.7163101	0.4173398	0.5189513	0.6934720	0.7366769	0.7101433	0.7565352	0.0997913	0.7960241	0.7018461	0.6155045	0.0470934	0.1588311	0.0725393	0.7368184	0.2251012	0.6584930	0.1801716	0.0156575	0.3524082	0.1206317	0.4110847	0.5896461	0.2249687	0.6085066	0.7345326	0.7033640	0.2013789	0.5035478	0.2989989	0.6241686	0.3806229	0.6348855	0.0111015	0.6737508	0.3806133	0.5248701	0.2205269
100	0.6893888	0.5785755	0.6120649	0.7195941	0.6087958	0.6563326	0.1069217	0.0259057	0.5102869	0.0745564	0.3220843	0.3066014	0.7188365	0.4783404	0.5037191	0.6561936	0.6935812	0.7927293	0.6412118	0.1032068	0.7164664	0.7009358	0.5727133	0.0895896	0.1354589	0.0960345	0.6343060	0.1680981	0.6293172	0.2675427	0.0304892	0.4181708	0.0953993	0.4387593	0.6685433	0.1465647	0.6616873	0.6901154	0.6811372	0.2370853	0.5863497	0.2280196	0.5470081	0.4305476	0.6426361	0.0010748	0.7292661	0.3173737	0.5801906	0.4163963
150	0.7810407	0.5871673	0.6302324	0.8246430	0.6451468	0.5897793	0.1584106	0.0324003	0.4741513	0.0876987	0.3177061	0.3426367	0.6365932	0.4016668	0.4540127	0.6768447	0.8008818	0.6909271	0.6780995	0.0685634	0.5748601	0.7110049	0.7124307	0.0469061	0.1507378	0.1462334	0.6375289	0.1658726	0.6968078	0.3286923	0.0393184	0.4865053	0.0661177	0.4363331	0.5976008	0.0757320	0.8186446	0.8149231	0.7473158	0.1616297	0.6530315	0.1512981	0.6964290	0.3563872	0.6728271	0.0031506	0.7061020	0.3498534	0.3956161	0.4494140
200	0.8665974	0.6578225	0.6627924	0.7049358	0.6785913	0.5160940	0.1169952	0.0745855	0.6132165	0.0990480	0.4386124	0.2873460	0.6966704	0.4105961	0.5382699	0.5801656	0.8214385	0.7582489	0.6092256	0.0791539	0.7021734	0.5542588	0.6277280	0.0178674	0.1523792	0.0727568	0.7052946	0.1883501	0.7747109	0.3323087	0.0314652	0.4175038	0.1092512	0.3241859	0.6803747	0.0424232	0.7455490	0.6698093	0.8336697	0.2348120	0.5654049	0.2187034	0.5955464	0.5038136	0.6269231	0.0007470	0.7270096	0.4650758	0.4765561	0.5745286
250	0.5823570	0.6065296	0.7485620	0.7412071	0.7033487	0.6293951	0.1649986	0.0294899	0.4319729	0.1308601	0.2940038	0.3122586	0.7768450	0.4299635	0.4592452	0.6611750	0.8003043	0.6088636	0.6365457	0.0826265	0.7273143	0.6200810	0.6666356	0.0706818	0.1668101	0.0830795	0.6555351	0.1996542	0.7473484	0.2699945	0.0365344	0.4915690	0.1260260	0.3656144	0.6833760	0.0601942	0.7667448	0.6449748	0.7128846	0.1776794	0.5333905	0.1749413	0.7998980	0.4314809	0.6526535	0.0003661	0.7326348	0.4587968	0.4100632	0.7005033
300	0.6044520	0.5117746	0.6262045	0.6389668	0.7735591	0.6520776	0.1791952	0.0201677	0.5635015	0.1118186	0.4301856	0.4034820	0.6633237	0.3591298	0.5495830	0.8828986	0.7213766	0.7310663	0.6782436	0.0860560	0.6285830	0.6513279	0.6557089	0.0611531	0.1642716	0.1867438	0.6213610	0.2023187	0.6489600	0.3062988	0.0164730	0.5331232	0.0532657	0.3051100	0.6650618	0.0259393	0.6156064	0.6794887	0.6272120	0.1489782	0.6079303	0.1829086	0.6714640	0.5019484	0.7064398	0.0000741	0.7340472	0.3529505	0.2974818	0.6847542
350	0.6516785	0.5054191	0.6176458	0.6161044	0.6743966	0.5687166	0.1760408	0.0773425	0.5534044	0.1751677	0.3408708	0.3152271	0.5858576	0.4246309	0.5778969	0.7112891	0.7844875	0.7471194	0.7955870	0.0621166	0.6386637	0.6751159	0.5461116	0.0321155	0.2318262	0.1617153	0.7682636	0.1638076	0.6862516	0.3530495	0.0320671	0.4889345	0.1164779	0.3487915	0.5629565	0.0339230	0.7054991	0.7659684	0.6688424	0.1836923	0.4481757	0.1867436	0.6791506	0.4993107	0.7707563	0.0014429	0.7496489	0.3787341	0.4554606	0.6869673
400	0.6847676	0.5597520	0.5322943	0.6403220	0.6840989	0.5826718	0.1688536	0.0338880	0.4860805	0.1098668	0.3702416	0.3649279	0.6878445	0.4254461	0.4868195	0.7806528	0.6465768	0.6500643	0.7126645	0.0679217	0.6280272	0.6619239	0.5604946	0.0642420	0.1992385	0.1028188	0.5975517	0.2196830	0.6859438	0.3003756	0.0498535	0.4135160	0.0688203	0.4830113	0.5610529	0.0323397	0.7364925	0.7896963	0.6267019	0.1599138	0.4851912	0.2281018	0.5418224	0.3331135	0.7479149	0.0036342	0.7366291	0.3830971	0.3107784	0.6084063
450	0.7064720	0.5848664	0.5526352	0.7007152	0.7653662	0.6262968	0.2035490	0.0398555	0.4555372	0.0920238	0.3257307	0.2817897	0.6925640	0.3969648	0.4805689	0.6676452	0.8670333	0.6520269	0.6875171	0.0821856	0.7442958	0.6400203	0.6291107	0.0567959	0.1995290	0.1116756	0.7560949	0.2082719	0.6421538	0.2819512	0.0792329	0.3515245	0.1092633	0.4696574	0.6547725	0.0235661	0.7477139	0.6937349	0.6720986	0.1766277	0.4729881	0.2297943	0.6652845	0.3540272	0.7342115	0.0008769	0.7392916	0.3336799	0.3311928	0.5357965
500	0.6272515	0.4692880	0.6692583	0.5839153	0.6937248	0.6903639	0.2020029	0.0289229	0.4681970	0.1528189	0.3555423	0.3500411	0.7574987	0.5088729	0.5537161	0.7589658	0.6670503	0.7479761	0.7987417	0.1008925	0.6721071	0.7310050	0.7046586	0.0502474	0.2322677	0.1041576	0.7603229	0.1474863	0.6550500	0.3844568	0.0462054	0.5043896	0.1004295	0.4273017	0.7088779	0.0235690	0.8654090	0.5922100	0.8237430	0.2050961	0.4592664	0.1848084	0.5669037	0.5239103	0.7096626	0.0004773	0.7287403	0.3375031	0.3639778	0.6890607
550	0.7017183	0.5389083	0.6061920	0.6801111	0.8182441	0.4437360	0.1833467	0.0574601	0.3588372	0.0638974	0.2641393	0.3657281	0.6733925	0.4582391	0.4473636	0.6807787	0.7282023	0.7348834	0.6237751	0.2262839	0.6290137	0.6076885	0.7176676	0.0484773	0.2238122	0.1106355	0.6367515	0.2109884	0.5553157	0.1557630	0.0350309	0.5195605	0.0583991	0.3602954	0.5344451	0.1432881	0.5874775	0.7632052	0.7095588	0.1805994	0.5203494	0.5319011	0.5334307	0.4602372	0.5024398	0.0026595	0.7550556	0.3953103	0.3346643	0.4471603
600	0.6783382	0.4228964	0.8437751	0.7091033	0.6458724	0.3463009	0.1937209	0.0531901	0.5157711	0.0819453	0.4077066	0.3827029	0.6876408	0.4837704	0.4356779	0.6140054	0.6831016	0.7078460	0.7429609	0.2576876	0.6113381	0.7088540	0.6437692	0.0209492	0.2190039	0.0868790	0.6305880	0.2111288	0.5515109	0.0339752	0.0840981	0.3651328	0.0818338	0.3843982	0.7303586	0.2324103	0.6039213	0.7760796	0.6291299	0.2306960	0.6119689	0.5258000	0.6204675	0.4884455	0.4211874	0.0063621	0.7626228	0.3831759	0.3752175	0.3304598
650	0.6378246	0.5351186	0.5871760	0.6300609	0.7972848	0.2878136	0.1511332	0.0798932	0.4342030	0.0908516	0.2742896	0.3029242	0.7479793	0.3618069	0.5137229	0.7676455	0.8219336	0.6529131	0.5453354	0.3893295	0.6368301	0.6454784	0.7405876	0.0199625	0.1986444	0.1200610	0.5405682	0.1709074	0.6228322	0.0629999	0.0399182	0.3396658	0.1222769	0.3295110	0.5741383	0.3237458	0.7920690	0.8875133	0.7827378	0.2741154	0.6313531	0.7135212	0.6161778	0.5201946	0.3561049	0.0097460	0.5998420	0.4005814	0.3526632	0.3138610
700	0.7428850	0.5778349	0.6308471	0.6924101	0.6275868	0.3669904	0.1921387	0.0785316	0.6502358	0.1374818	0.3845985	0.3938955	0.6336322	0.4732487	0.4429272	0.7984534	0.6795159	0.6524136	0.6794677	0.4370316	0.7608615	0.6635520	0.6800177	0.0462446	0.2083263	0.1029066	0.6066830	0.2040710	0.6193503	0.0257697	0.0258748	0.4745850	0.1544438	0.3309625	0.7768545	0.3776022	0.5580913	0.5841530	0.5905484	0.1845747	0.5389980	0.6786401	0.6682111	0.4225885	0.4417424	0.0060175	0.6728253	0.3424844	0.3581468	0.2029962
750	0.6220050	0.5184794	0.6821172	0.5591221	0.6493420	0.3615857	0.1822693	0.0587822	0.5343886	0.1009747	0.2886615	0.2946569	0.7253608	0.3867826	0.4275157	0.7408089	0.6624813	0.7900663	0.6370215	0.3679928	0.7293702	0.5760565	0.7416717	0.0408626	0.2366759	0.1092753	0.6875905	0.2090460	0.5800131	0.0112773	0.0538416	0.4978482	0.0730211	0.3017423	0.6716755	0.4835048	0.7679608	0.6727446	0.6222381	0.2677894	0.5512690	0.9118246	0.6711394	0.4451497	0.4841498	0.0074919	0.7596239	0.3351884	0.4301922	0.1621374
800	0.7794862	0.5132103	0.7086655	0.6772757	0.6199108	0.3952941	0.1314084	0.0688434	0.5560518	0.2325204	0.3901632	0.2817676	0.7011374	0.4564062	0.5324532	0.7619578	0.7168828	0.7003173	0.7086539	0.3053278	0.6877424	0.5509594	0.6292926	0.0224302	0.1817935	0.1201446	0.7077170	0.1418798	0.6190578	0.0078136	0.0805254	0.4298420	0.0485236	0.5042981	0.6010132	0.5019132	0.6832248	0.6997879	0.6014466	0.2149073	0.5471594	0.6329489	0.5567598	0.4954620	0.4743858	0.0030399	0.8544570	0.3784580	0.4053678	0.1791778
850	0.6774369	0.4000010	0.6392687	0.8395003	0.7024428	0.3104095	0.2258642	0.0679570	0.4692342	0.1735976	0.2747034	0.3939955	0.6109328	0.3925870	0.5473078	0.7001452	0.7017549	0.7627738	0.5891743	0.3010838	0.8433530	0.6853053	0.6898644	0.0281030	0.1869558	0.1300599	0.7164140	0.2328166	0.7204690	0.0102974	0.0222081	0.3817521	0.0761230	0.3668307	0.7581909	0.4334302	0.6650797	0.6992501	0.6182108	0.2169889	0.4402398	0.6254253	0.5802111	0.4660881	0.5505835	0.0073988	0.7797042	0.3351085	0.3958291	0.2054282
900	0.7064690	0.4474156	0.6954840	0.8551434	0.6673061	0.3666178	0.1108334	0.0677857	0.6301708	0.0797895	0.3353511	0.3346551	0.7539619	0.3677837	0.5245856	0.7075012	0.6582663	0.7455511	0.6162899	0.3258204	0.6786664	0.6547446	0.7085370	0.0515569	0.1776496	0.1234888	0.6150231	0.2146075	0.6177543	0.0192665	0.0430313	0.5205139	0.1313402	0.4925995	0.7932873	0.5898488	0.8003876	0.6014009	0.6703907	0.2443572	0.5531774	0.6416158	0.6097838	0.5173288	0.4156948	0.0194148	0.5919843	0.4005243	0.4601119	0.1853322
950	0.6404224	0.4119264	0.6751922	0.7339412	0.7380831	0.4304494	0.1123183	0.0657007	0.5774981	0.0606028	0.4495310	0.4556701	0.6758972	0.4497445	0.4103313	0.7242096	0.6563914	0.7144965	0.7647291	0.2698101	0.6628779	0.6340295	0.8030479	0.0316789	0.1655728	0.1226548	0.5930239	0.2112991	0.6536532	0.0220007	0.0288137	0.4278005	0.1380198	0.4205597	0.7101416	0.4290365	0.7293617	0.6805017	0.6780799	0.2138603	0.4776978	0.5950158	0.7108860	0.4271731	0.4770526	0.0198964	0.6071053	0.3281214	0.4041371	0.1881272
1000	0.7271341	0.5525551	0.6786879	0.7261600	0.7490093	0.3977157	0.1035659	0.0646623	0.5440707	0.0478939	0.4121374	0.4059462	0.6648724	0.4311443	0.4800481	0.6418413	0.6537914	0.7262892	0.7709624	0.3053582	0.6210010	0.6766489	0.7305991	0.0240791	0.1573784	0.1236163	0.7309660	0.1995794	0.7156501	0.0156797	0.0436394	0.4168368	0.0888193	0.4472681	0.8233295	0.3999545	0.6419856	0.6077054	0.7442779	0.2735461	0.5290278	0.7723803	0.6305115	0.3772150	0.4106641	0.0024415	0.7916065	0.3105022	0.3882351	0.1830620
