"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200
650	0.4648279	0.6682180	0.1420123	0.6719042	0.7419403	0.4217315	0.5166320	0.4349472	0.4042826	0.5671216	0.1160679	0.5601420	0.5290246	0.3095180	0.2057952	0.1353781	0.6709394	0.4899202	0.4400710	0.4464216	0.0645484	0.6310527	0.7571908	0.6285359	0.4330544	0.5239123	0.2456101	0.4216000	0.0501128	0.1564618	0.3921839	0.4004638	0.6274144	0.0295913	0.3862568	0.4680447	0.4757309	0.3999866	0.0021849	0.2598076	0.7558816	0.6389820	0.3843049	0.2032461	0.2156164	0.2248869	0.2499683	0.5621649	0.0697458	0.2102671	0.0762977	0.6641871	0.3950642	0.0069176	0.5149454	0.3798776	0.5573907	0.2463983	0.6111914	0.5167789	0.1493705	0.4962973	0.5150233	0.7182833	0.8204937	0.5197017	0.3159260	0.1276841	0.2511150	0.5354922	0.0517461	0.6658470	0.3653024	0.6543124	0.1865093	0.4351236	0.1089341	0.6572998	0.0735438	0.3224092	0.6905687	0.5675603	0.3792706	0.7370648	0.7091378	0.2133004	0.4907752	0.4335244	0.0403017	0.0202601	0.7537153	0.3835464	0.5136052	0.2794864	0.5772767	0.2148754	0.5262307	0.1506576	0.4147787	0.2516579	0.0033537	0.0593107	0.6193655	0.2926829	0.4905805	0.1410409	0.3432452	0.0232392	0.1561585	0.6331602	0.3661138	0.7160069	0.6275932	0.0894974	0.7913155	0.0216768	0.5212257	0.0163102	0.2550442	0.6403786	0.3959316	0.0342190	0.0451396	0.7815121	0.0937701	0.3882713	0.0269128	0.3469492	0.6362166	0.5808824	0.1068285	0.3155487	0.1101795	0.6190693	0.2567290	0.5794760	0.1149648	0.6978607	0.7140823	0.6354464	0.1685888	0.5112872	0.2784156	0.0209231	0.3053622	0.2356082	0.3103593	0.0584819	0.6892426	0.2881738	0.4050435	0.8527038	0.2824417	0.2831814	0.3762098	0.5075443	0.6780207	0.5458702	0.3911680	0.1946752	0.1722356	0.2587212	0.2445968	0.5810364	0.3389480	0.3452444	0.0342868	0.7204234	0.2996332	0.2360918	0.3205673	0.5591858	0.2377020	0.8115958	0.1281040	0.6634119	0.8260430	0.1087842	0.2046661	0.1389663	0.4625269	0.2077643	0.3471246	0.5728156	0.3161440	0.6515338	0.1671775	0.4828547	0.0614687	0.2584018	0.5278431	0.0726347	0.2571473	0.0389189	0.7104003	0.5709128	0.4448210	0.0592179	0.0862126	0.3169245
700	0.6648026	0.7702471	0.0805836	0.6231130	0.5761455	0.3664346	0.5197485	0.4252764	0.5758446	0.3915567	0.1220862	0.4732941	0.6003483	0.4021342	0.2130430	0.1401440	0.7365846	0.3341929	0.4540820	0.3805065	0.0514515	0.6700410	0.6679879	0.6733837	0.6178317	0.4933814	0.1979180	0.3683181	0.0498420	0.1795443	0.3836920	0.3496173	0.5950588	0.0157551	0.5064191	0.2585449	0.5916914	0.3491437	0.0080537	0.2912665	0.7757785	0.6600138	0.4909715	0.1540343	0.1608992	0.2041533	0.3631593	0.7240553	0.0651552	0.2728745	0.0741299	0.6672073	0.3909719	0.0016776	0.5434849	0.4300057	0.6017804	0.1911453	0.7147739	0.2765960	0.1041265	0.4808522	0.4209933	0.6920107	0.6255657	0.5481723	0.3517375	0.0630327	0.1943044	0.4630947	0.0590605	0.7216355	0.3487042	0.6987803	0.1455358	0.5557913	0.0615525	0.5653225	0.0638431	0.2953298	0.5987146	0.5987455	0.6012505	0.7481565	0.6055529	0.2567945	0.6427346	0.3769633	0.0289820	0.0277864	0.6800385	0.3949258	0.4633478	0.2709765	0.5291838	0.2563537	0.6609255	0.1980813	0.3427745	0.3428804	0.0110978	0.0564577	0.6298720	0.2766459	0.4959883	0.1820905	0.3149171	0.0111693	0.1843304	0.6182989	0.4039407	0.7491854	0.5456249	0.1147555	0.6128504	0.0209444	0.6224807	0.0099395	0.3080691	0.6296696	0.4257689	0.0293224	0.1012079	0.7284367	0.0901846	0.4104873	0.0136893	0.4555716	0.6201444	0.5727069	0.0640258	0.5214352	0.0708674	0.7742459	0.2154220	0.5928796	0.1285738	0.5371852	0.7329910	0.6658961	0.1130458	0.4628818	0.2902180	0.0499827	0.2656908	0.2208811	0.3391552	0.0813898	0.8021268	0.3061807	0.5076198	0.8890074	0.2256695	0.2501326	0.3554570	0.5211403	0.6600739	0.5169442	0.3152175	0.1890880	0.1771655	0.3178041	0.2917445	0.5416681	0.3892482	0.3057819	0.0287683	0.5425725	0.3171068	0.2520327	0.2450696	0.5947558	0.4656299	0.7241076	0.1196714	0.7001914	0.6286629	0.0425193	0.1879467	0.2035363	0.5073962	0.2197671	0.3648261	0.7003198	0.2950498	0.6769676	0.0675058	0.3876474	0.0952788	0.2229979	0.6144628	0.1044482	0.2845611	0.0464397	0.6348119	0.4696307	0.4599307	0.0348545	0.3537220	0.2528512
750	0.6174386	0.7218520	0.1048503	0.6463142	0.7714830	0.3799790	0.5641873	0.4225653	0.6088016	0.3006526	0.0946356	0.5213184	0.5583281	0.3998282	0.1224051	0.0817325	0.6060566	0.4658044	0.5251401	0.3687856	0.0635546	0.7337931	0.6044309	0.6325572	0.5240256	0.6080518	0.1839534	0.3680036	0.0703535	0.1654340	0.3758396	0.3243894	0.5534777	0.0067027	0.5645083	0.2323127	0.6999098	0.4426240	0.0022106	0.1881971	0.6086302	0.7061664	0.4492193	0.2289146	0.0774305	0.2261828	0.3622918	0.6961227	0.0632189	0.3056937	0.1389575	0.7064866	0.4188431	0.0002262	0.4112422	0.3847901	0.6563887	0.2046943	0.5471811	0.3909696	0.1156781	0.5496862	0.4458386	0.6089425	0.6350114	0.4971925	0.3329798	0.0927097	0.3264071	0.5229031	0.0426793	0.7333999	0.3227864	0.6546217	0.1564586	0.5954382	0.1031131	0.7732236	0.0577091	0.3686406	0.6076221	0.5502801	0.5479503	0.5455122	0.5978976	0.3245931	0.6487163	0.3703666	0.0320465	0.0204643	0.5959001	0.4196248	0.4912708	0.3970288	0.4905415	0.2781800	0.6218017	0.1540748	0.2353372	0.4127226	0.0016520	0.0359093	0.7183793	0.3939768	0.5170561	0.2342181	0.3595889	0.0363958	0.1492917	0.4979130	0.3395601	0.7152352	0.6442049	0.0416823	0.9333699	0.0090584	0.6417840	0.0219422	0.2185649	0.5683549	0.3962148	0.0311506	0.0730440	0.6150887	0.0832779	0.4935898	0.0139945	0.3311411	0.6419048	0.5327590	0.0847656	0.4596016	0.0897034	0.6464967	0.2529465	0.5440272	0.1807461	0.6201968	0.6376241	0.7679824	0.1419368	0.5190526	0.3149756	0.0590839	0.2826552	0.1873703	0.3027383	0.0903459	0.7358688	0.2582491	0.5115163	0.7037796	0.3183386	0.3047901	0.2585318	0.3887393	0.7300857	0.5704214	0.4128303	0.1133552	0.1433047	0.2584037	0.2887198	0.5425918	0.3560302	0.2712644	0.0320695	0.5997365	0.2807588	0.3397895	0.2924004	0.7027831	0.3840652	0.5993446	0.0780487	0.6817395	0.7606835	0.0482684	0.2565543	0.1622346	0.5184514	0.2197806	0.3619558	0.6796370	0.3111954	0.6806138	0.0526573	0.5643248	0.0799000	0.2076635	0.6948665	0.0763931	0.1762859	0.0679818	0.7118073	0.5520371	0.5326252	0.0244076	0.6544656	0.3592609
800	0.7536501	0.7416760	0.1260193	0.5753405	0.7650760	0.4195661	0.5006825	0.4772490	0.5666511	0.4327856	0.0749667	0.5570585	0.5723231	0.3016696	0.1166556	0.0984646	0.7205083	0.4452777	0.5592931	0.4449210	0.0474649	0.6684403	0.7256048	0.5029072	0.6659540	0.5204283	0.2642613	0.3795609	0.0140179	0.1389264	0.4037359	0.3765169	0.5583430	0.0338835	0.4394602	0.2325501	0.7538273	0.3215757	0.0005752	0.1817205	0.6752009	0.5888048	0.4252893	0.1701894	0.0794326	0.1494401	0.2766565	0.7169652	0.0904026	0.2684885	0.0769021	0.6042411	0.4741360	0.0000000	0.5000031	0.3536370	0.6221184	0.2884099	0.6555686	0.3685342	0.1053869	0.5328659	0.3777550	0.6566309	0.7322076	0.5970747	0.4401102	0.0497308	0.2561073	0.5896738	0.0286191	0.9454190	0.3991039	0.7656796	0.1030407	0.5535066	0.0877538	0.6106307	0.0625635	0.3429710	0.5542433	0.6391651	0.6133637	0.7146184	0.5440250	0.3286115	0.6900255	0.3615481	0.0285628	0.0367864	0.6336012	0.3491934	0.4485938	0.3553094	0.5732075	0.2253061	0.6528800	0.1725201	0.3822549	0.3433219	0.0093052	0.0382436	0.7486920	0.4423186	0.4737753	0.1140982	0.3932214	0.0064689	0.1765136	0.7383693	0.2315198	0.7079128	0.4785677	0.0718481	0.7317820	0.0057497	0.5897356	0.0200751	0.2295257	0.6157049	0.4118640	0.0226840	0.0742745	0.6314874	0.0949292	0.3321736	0.0356494	0.5044044	0.6652282	0.5389117	0.0752200	0.3747445	0.1143624	0.7448108	0.2520149	0.6602796	0.1430398	0.5391930	0.5414713	0.6580335	0.1151670	0.5255395	0.3235428	0.0377764	0.2087679	0.2228726	0.3358073	0.0611034	0.7940751	0.2969099	0.5338329	0.7196839	0.2824439	0.3077197	0.2804543	0.5562771	0.6619221	0.4503105	0.3416718	0.1630824	0.1278507	0.2572770	0.2772015	0.5718978	0.4407332	0.2048214	0.0417490	0.6571176	0.2513235	0.2216288	0.2691993	0.7348609	0.5147293	0.6599643	0.1422954	0.7026967	0.7002738	0.0223092	0.2510501	0.1683707	0.4308431	0.1595345	0.2792424	0.6451180	0.3598537	0.7976960	0.1011670	0.5225269	0.0643066	0.2647955	0.6609704	0.0413761	0.1818066	0.0409552	0.6744830	0.6047692	0.4409638	0.0512292	0.7442361	0.4233734
850	0.6238762	0.7513384	0.1263085	0.5701306	0.7682858	0.3771122	0.5858183	0.4923594	0.5286172	0.4942350	0.0810174	0.4605921	0.5609774	0.3433255	0.1694794	0.1126916	0.7724486	0.4347721	0.5714965	0.4347495	0.0543123	0.6240476	0.6085414	0.6853791	0.7019585	0.6596523	0.2273564	0.4030718	0.0302860	0.1968101	0.3740840	0.3278691	0.5757540	0.0070667	0.5123319	0.2849890	0.5411438	0.3968930	0.0090624	0.3213163	0.7098656	0.6178347	0.4690479	0.1484202	0.0827530	0.1516078	0.2744729	0.6484195	0.0664816	0.3101383	0.0900931	0.6319284	0.3785660	0.0004502	0.4905955	0.3968458	0.6707070	0.2640121	0.6235928	0.4533931	0.1595254	0.4565562	0.6141179	0.7238164	0.6612347	0.5122270	0.3084672	0.0486016	0.2806535	0.6234080	0.0490590	0.6481210	0.3483172	0.5687039	0.0844150	0.5680378	0.0586139	0.6651112	0.0685829	0.3694608	0.6178004	0.5546961	0.5678611	0.7201195	0.6055647	0.3026172	0.6430037	0.3608219	0.0428530	0.0257090	0.7153132	0.2816245	0.4987099	0.3730210	0.5060217	0.2784004	0.6817353	0.1066520	0.2902153	0.3482651	0.0144698	0.0436015	0.5176130	0.4266290	0.4824436	0.1380376	0.3199063	0.0069268	0.1534785	0.7421030	0.2304400	0.6162907	0.4997433	0.1156936	0.7646889	0.0098523	0.6420587	0.0327375	0.2289305	0.6388613	0.4094659	0.0257398	0.0948981	0.6616967	0.0759251	0.3618669	0.0163723	0.4305451	0.6365465	0.4472639	0.0879211	0.5979999	0.1009656	0.7312279	0.2054973	0.6941439	0.1360092	0.7680042	0.6040118	0.8119816	0.1300356	0.4287528	0.3021089	0.0467096	0.2701812	0.2204916	0.3452072	0.0678816	0.7212576	0.3203321	0.5161998	0.6602016	0.3445640	0.3289936	0.3361917	0.4226899	0.6547127	0.5139188	0.3656075	0.1695417	0.2053481	0.2668165	0.3451927	0.5156595	0.2924598	0.2951390	0.0292354	0.8035131	0.2978866	0.2076542	0.3008976	0.7285755	0.4293201	0.6485961	0.1133358	0.6491850	0.7373663	0.0430231	0.3131223	0.1663326	0.5412565	0.2492402	0.3081081	0.6533730	0.2966441	0.5913281	0.0491551	0.5338234	0.1118994	0.1459151	0.7291807	0.0284339	0.1544751	0.0786615	0.6434743	0.6878221	0.3183978	0.0166754	0.4875757	0.3373986
900	0.5723596	0.7203447	0.0829532	0.6620800	0.7137311	0.3125435	0.5906385	0.4670662	0.6102136	0.4433866	0.0890873	0.5435498	0.4432386	0.3052994	0.0969301	0.0691793	0.6683661	0.3660366	0.5613435	0.4989555	0.0383754	0.7952687	0.5807908	0.4682100	0.6896966	0.4992941	0.2367784	0.3911304	0.0337241	0.2131302	0.3836038	0.2998378	0.6412678	0.0112757	0.5291429	0.2450943	0.5388172	0.4379969	0.0040940	0.2075639	0.7966136	0.5645158	0.4602173	0.1891323	0.0357816	0.1852822	0.3179539	0.7659520	0.0645845	0.2603473	0.0914295	0.6241838	0.4462427	0.0000065	0.5585606	0.3689194	0.7118951	0.1605178	0.6470510	0.3897054	0.0792644	0.4925701	0.3864726	0.8161362	0.6865488	0.5235929	0.3737553	0.0860513	0.2531019	0.4850144	0.0707195	0.6994373	0.4234291	0.6735888	0.1253125	0.5706252	0.0501512	0.5791513	0.0644156	0.3320539	0.7259171	0.5502002	0.6150534	0.6649718	0.6651844	0.2988368	0.6878116	0.4694779	0.0457380	0.0235374	0.6058990	0.4579264	0.5187220	0.4957047	0.5817353	0.2721980	0.6543949	0.2042151	0.3232650	0.4694608	0.0090374	0.0863562	0.6047836	0.3858409	0.4333095	0.0962927	0.4142281	0.0107733	0.1777842	0.6001263	0.3954514	0.8803680	0.5267551	0.1153534	0.7755506	0.0132161	0.6051210	0.0230441	0.1667906	0.5861839	0.5001544	0.0174635	0.0760217	0.7254359	0.0890393	0.3419699	0.0227032	0.3548675	0.6502820	0.5065317	0.0660864	0.4721978	0.1238344	0.7189196	0.1694196	0.5123298	0.1177296	0.6982934	0.9815358	0.6320937	0.1781894	0.6067287	0.3098677	0.0379587	0.2821818	0.1834673	0.3000736	0.0513758	0.6961086	0.2964324	0.4023901	0.6161982	0.2795102	0.2908823	0.3579670	0.5096606	0.7520464	0.5315983	0.4097623	0.1395636	0.1530759	0.2606550	0.3574561	0.5670676	0.2995618	0.3273164	0.0185592	0.7614113	0.2865886	0.2655947	0.3792520	0.6082811	0.4869386	0.6088716	0.1243371	0.7636603	0.7358114	0.0167614	0.2296274	0.1427552	0.5352186	0.2470820	0.3430532	0.5590216	0.2452521	0.7026905	0.0510453	0.4745026	0.0972997	0.1746486	0.6990489	0.0124135	0.2907695	0.0975192	0.6724824	0.6912798	0.4492373	0.0290662	0.8258332	0.3246837
950	0.6038523	0.6074510	0.1020058	0.5970120	0.5953597	0.3516060	0.4991762	0.4214659	0.5280971	0.4907102	0.0561187	0.4509634	0.5079419	0.3699730	0.1600964	0.0534374	0.7406146	0.4686970	0.4947345	0.4356005	0.0512761	0.6702396	0.7359158	0.6957689	0.5152740	0.3840637	0.2514769	0.4345618	0.0397735	0.1759752	0.3178088	0.4018418	0.7403250	0.0105649	0.4850446	0.3415904	0.6622224	0.3986485	0.0129916	0.2377616	0.7013688	0.7122304	0.4348685	0.1772357	0.1311711	0.1493850	0.3081517	0.6165671	0.0704535	0.2926535	0.0831427	0.7226040	0.3383527	0.0000534	0.4297905	0.3799231	0.7018154	0.2865679	0.6902445	0.4083874	0.1362099	0.5568241	0.5285107	0.7491316	0.7359592	0.5467442	0.3599009	0.1176746	0.2821985	0.5298402	0.0464669	0.6959596	0.3077592	0.6390161	0.1425472	0.5450059	0.0382374	0.7418047	0.0817399	0.3816967	0.6277967	0.6436434	0.5287789	0.6893411	0.5273383	0.2762192	0.5736847	0.5445916	0.0135669	0.0273165	0.6914600	0.3924582	0.5302790	0.2995054	0.6080702	0.1991497	0.6572522	0.2035832	0.3318233	0.3502101	0.0047181	0.0451584	0.6865809	0.3559247	0.5064588	0.0982390	0.3132295	0.0083465	0.1168785	0.6344949	0.2953272	0.6930224	0.6267450	0.0718640	0.6832697	0.0386278	0.6011309	0.0386776	0.2163895	0.8311114	0.4325758	0.0237821	0.0674406	0.5861152	0.0990587	0.4212431	0.0160191	0.3806058	0.7390441	0.5018798	0.0957598	0.4888622	0.1658643	0.7298537	0.2919962	0.5327555	0.1738554	0.5680447	0.6949336	0.5682664	0.1439490	0.5058088	0.3936554	0.0294706	0.3552744	0.2275963	0.3425128	0.0459731	0.7047087	0.2927206	0.5052954	0.7077474	0.2390395	0.2328354	0.3037203	0.3781766	0.7619050	0.5906503	0.3645281	0.1887431	0.1515630	0.3187435	0.2954131	0.6479847	0.4101401	0.3276080	0.0091322	0.6026844	0.2436183	0.1583263	0.3280207	0.6159460	0.4987249	0.6846508	0.0791135	0.6146929	0.6308827	0.0323321	0.1989035	0.0767642	0.4814686	0.2235658	0.3585766	0.4875407	0.2382503	0.7878341	0.0428216	0.4102806	0.0661652	0.1946363	0.7429012	0.0017772	0.2886860	0.0678786	0.7059248	0.5320375	0.4087099	0.0247669	0.7521152	0.3621549
1000	0.6290422	0.5755563	0.0783883	0.6135341	0.5605741	0.3101238	0.4799240	0.5260298	0.5835094	0.3621289	0.0504077	0.5065809	0.4956137	0.3392543	0.1043628	0.0889475	0.5840470	0.4036380	0.5653933	0.3799896	0.0612746	0.6917177	0.5705877	0.5551245	0.7107960	0.5587415	0.3821799	0.4543165	0.0774160	0.1332644	0.3713713	0.3814245	0.6251021	0.0343188	0.5533318	0.3818014	0.7420260	0.4370957	0.0011703	0.1755365	0.7530178	0.6639313	0.4335847	0.2060870	0.0822999	0.1457932	0.2693142	0.6247767	0.0555627	0.2019973	0.0923766	0.6699116	0.3484833	0.0011035	0.4692501	0.2633749	0.7074068	0.2523520	0.6422805	0.3515121	0.0992062	0.4984973	0.4956114	0.7551334	0.5452869	0.5012752	0.3413401	0.0609162	0.4155332	0.4796909	0.0673487	0.6381222	0.3985357	0.8164333	0.1259817	0.7419366	0.1030197	0.6571274	0.0766497	0.3187220	0.6534102	0.6423959	0.4583378	0.5478775	0.6943010	0.2933540	0.6644372	0.4099906	0.0123950	0.0181904	0.6078509	0.3221187	0.5031942	0.3413850	0.5204482	0.2037365	0.6829966	0.2051769	0.3122955	0.3247643	0.0108031	0.0728403	0.7249696	0.2868406	0.5427745	0.1233427	0.3112695	0.0133348	0.2121977	0.6621319	0.4006719	0.6821111	0.5762558	0.1065346	0.6808304	0.0175091	0.5598242	0.0272761	0.2894953	0.7976219	0.3269385	0.0356725	0.0646014	0.8604109	0.0693357	0.3694291	0.0201469	0.4530946	0.7385915	0.4910326	0.0798102	0.3954451	0.0811852	0.6244064	0.2746471	0.5442406	0.1542356	0.5961496	0.6091228	0.6608498	0.2191885	0.3717066	0.3767496	0.0819804	0.3146238	0.1847201	0.3495594	0.0612326	0.6295758	0.3500462	0.4444097	0.6908867	0.3528890	0.3421932	0.3830433	0.4297400	0.6485822	0.5000923	0.3889739	0.1537486	0.1547657	0.2168146	0.3162795	0.6217390	0.3186734	0.3216383	0.0143330	0.6442577	0.3504129	0.1699714	0.3014822	0.6258196	0.4383201	0.6419336	0.1453891	0.7590680	0.6600433	0.0181836	0.2756921	0.1221758	0.5688190	0.1990299	0.2754611	0.5045644	0.2357160	0.7745582	0.0248952	0.4792341	0.0895259	0.2127032	0.6988522	0.0045496	0.2493786	0.0689956	0.6167880	0.6644212	0.4598320	0.0231424	0.8171280	0.3586392

0	0.5651257	0.7310681	0.2707889	0.5179387	0.5743331	0.3684939	0.3586343	0.0394001	0.5374617	0.0959834	0.0514502	0.6725963	0.6659483	0.5963892	0.0024450	0.6786066	0.6059743	0.7524924	0.5508927	0.7382340	0.4792390	0.0029453	0.6569171	0.0004060	0.6526011	0.5044320	0.2097013	0.3647272	0.5964784	0.6914685	0.7562459	0.0591833	0.1195964	0.2933417	0.4666835	0.0665390	0.6758419	0.0448835	0.6779923	0.6564439	0.7349617	0.7481584	0.5172464	0.5178894	0.0683986	0.2434244	0.4585612	0.5296000	0.6172365	0.2562283	0.5242322	0.6615912	0.6161665	0.0199900	0.2709344	0.4410630	0.6626691	0.7042581	0.6799420	0.6729710	0.0282346	0.0514598	0.7152327	0.5423384	0.8546168	0.0415312	0.4359939	0.0703596	0.3165035	0.5112666	0.0317985	0.7420976	0.6271572	0.7037078	0.1076434	0.1440187	0.7007599	0.6759557	0.0773242	0.4461259	0.0906710	0.5053290	0.4920105	0.6714248	0.0485017	0.7558723	0.6235903	0.0502756	0.6432753	0.6887569	0.7945947	0.3500691	0.4990619	0.6728143	0.1498056	0.2355199	0.5892165	0.1208416	0.3427753	0.3113031	0.2550503	0.0447960	0.7246986	0.4299425	0.0222873	0.0459707	0.3297709	0.0055104	0.1608009	0.8966606	0.2111970	0.6585120	0.3780421	0.6982686	0.6482568	0.0099318	0.5843046	0.7537911	0.1073774	0.0489482	0.4261847	0.0449366	0.6341608	0.7649439	0.1028822	0.5005696	0.0220020	0.6194922	0.6934981	0.3495223	0.1287731	0.4649194	0.1012656	0.3029393	0.1874310	0.5557155	0.1815057	0.6816546	0.6631702	0.7149497	0.1512774	0.7183092	0.3154996	0.0368521	0.2179274	0.0055812	0.4490241	0.0817056	0.6142988	0.6862707	0.5476011	0.6032476	0.6185374	0.2670540	0.2587355	0.5485786	0.6009397	0.4303787	0.6427561	0.1846273	0.2248696	0.2893553	0.3356623	0.7110929	0.3670085	0.3632777	0.0158606	0.6497532	0.3885342	0.2536504	0.1958046	0.6687019	0.5828185	0.7239872	0.0991424	0.6627524	0.7306251	0.0216260	0.2062954	0.1306567	0.5084406	0.2678210	0.2833137	0.5759589	0.2729578	0.6268587	0.0340632	0.4820662	0.0675246	0.1757862	0.6621469	0.0139344	0.2314752	0.0700829	0.7233131	0.6037273	0.2488880	0.3007703	0.0291481	0.3440006
50	0.6154439	0.7409036	0.2728643	0.4622221	0.6287197	0.4628388	0.6313806	0.2028742	0.5578114	0.0804695	0.0307629	0.7040255	0.6192638	0.4625754	0.0003080	0.8342050	0.6791892	0.6399634	0.6243066	0.5640801	0.3050403	0.3877020	0.6993734	0.3596751	0.6421997	0.5050150	0.2741448	0.5659078	0.6786302	0.5062309	0.4753737	0.2821437	0.1497619	0.3054553	0.5116622	0.0856663	0.6895946	0.1087295	0.4560901	0.5856508	0.2051001	0.5981653	0.5652226	0.2701546	0.0314930	0.1710526	0.5850457	0.6787417	0.6384648	0.2346345	0.6173467	0.4635180	0.6837022	0.0125174	0.6371419	0.5931653	0.6592153	0.5023114	0.6856129	0.6209783	0.0895301	0.1060544	0.5829258	0.5530780	0.7897028	0.0350748	0.4317924	0.0435194	0.2335550	0.5448489	0.0547082	0.2934036	0.8097936	0.7749991	0.1139901	0.4247880	0.4342423	0.6942332	0.0826973	0.3292436	0.2742220	0.5798034	0.4967308	0.2806696	0.3304989	0.3120150	0.6885584	0.0771794	0.7215931	0.6045557	0.5753350	0.4549144	0.5117060	0.5763199	0.2262040	0.2348197	0.4328708	0.0797759	0.2885851	0.4427307	0.1241424	0.0061215	0.7068371	0.4047844	0.4719344	0.2334480	0.3049782	0.0016442	0.0824798	0.6731268	0.4439250	0.6259805	0.3152967	0.5161161	0.7717788	0.0109748	0.6996120	0.4457295	0.0724069	0.1994715	0.3644197	0.0290242	0.3946235	0.6852249	0.0480816	0.2497715	0.0209400	0.2912908	0.6355942	0.3986227	0.0323753	0.6873710	0.0406246	0.4258090	0.2568588	0.4700330	0.1272666	0.6292689	0.7977113	0.6493224	0.0978054	0.7418856	0.0592166	0.0301384	0.1317008	0.0374795	0.0984669	0.0935875	0.6372516	0.6953082	0.5354734	0.2216682	0.4408910	0.2565881	0.0830208	0.3571598	0.6676743	0.5633008	0.7079886	0.1533843	0.0985007	0.3017771	0.2974456	0.5700749	0.3287228	0.2908785	0.0009967	0.6988983	0.4184887	0.1954219	0.2277962	0.5753441	0.5098715	0.5461081	0.0195105	0.6902414	0.5739735	0.0236274	0.2601304	0.0990157	0.6200598	0.2008833	0.3444922	0.5556081	0.2069233	0.6317566	0.0374613	0.4795395	0.1263352	0.1747067	0.7253108	0.0106275	0.3545301	0.0603517	0.5967192	0.7803982	0.3226418	0.3206701	0.0754649	0.4016233
100	0.6591091	0.6988159	0.2617688	0.5166462	0.5439609	0.3370627	0.7077089	0.3059761	0.6971952	0.1570304	0.0107758	0.5837779	0.6756679	0.3979554	0.0042201	0.6361631	0.6098113	0.7010858	0.5696606	0.3653704	0.1508727	0.5531603	0.7649538	0.5003021	0.5516053	0.3276937	0.2922260	0.5075714	0.3072684	0.2616661	0.3069847	0.4799474	0.2787787	0.1696480	0.5125224	0.2188953	0.6875228	0.1995039	0.3529315	0.3365313	0.0919232	0.7597502	0.5425338	0.2695838	0.0154650	0.2020994	0.6418027	0.5987119	0.6797707	0.2373470	0.4977736	0.5721092	0.6747949	0.0040712	0.6567854	0.5648800	0.6197824	0.4745101	0.7931732	0.7226411	0.0749021	0.3038729	0.6540131	0.4892793	0.5266857	0.1348631	0.4063354	0.1328962	0.3370824	0.5253652	0.0747105	0.1187159	0.5630534	0.6653815	0.1666209	0.5166294	0.2085882	0.7547266	0.2926424	0.3934599	0.6277100	0.4571191	0.5496614	0.2221528	0.4077247	0.1718079	0.6875151	0.2997700	0.3725425	0.4321393	0.6523233	0.5718808	0.5526740	0.6957996	0.2923282	0.1611056	0.4746371	0.1116343	0.2542237	0.5058471	0.0711539	0.0161241	0.7070122	0.2848763	0.6654703	0.2378755	0.4427526	0.0000281	0.0778719	0.7254904	0.4890003	0.6935006	0.4436000	0.3485584	0.6238467	0.0008087	0.5452481	0.2245825	0.0775399	0.6219160	0.2933759	0.0147106	0.2862919	0.6460484	0.1100620	0.2852340	0.0542435	0.1694553	0.6971852	0.5561427	0.0202898	0.5560703	0.0149587	0.5762973	0.4266607	0.4529294	0.1108896	0.5212850	0.6457605	0.7351728	0.2838785	0.6799158	0.0242413	0.0182721	0.0416270	0.1474974	0.0655740	0.0676509	0.6951968	0.5897991	0.4666520	0.1496012	0.4813894	0.3679610	0.0616913	0.4409109	0.7055923	0.4903165	0.6490965	0.2175251	0.0746840	0.2931991	0.2691660	0.6944556	0.2711990	0.2704764	0.0002291	0.6679102	0.5165930	0.1408907	0.3092568	0.7152257	0.6366158	0.5578255	0.0182661	0.6962511	0.5827651	0.0180929	0.2496166	0.1690507	0.7976539	0.2927154	0.3964693	0.5684049	0.2362906	0.5961115	0.0584332	0.4801466	0.0742527	0.2619786	0.6200907	0.0033251	0.2487443	0.1266920	0.6736814	0.6535254	0.4524548	0.1808957	0.0629460	0.3787540
